Incident_Title,Incident_Link,Incident_color,Incident_Impact,Updates,Service
Elevated error rate impacting API,https://status.openai.com/incidents/txk5wmd6n68l,#050505,impact-none,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""Between 11:25 AM PT and 2:30 PM PT, we experienced elevated API error rates on Completions API, Tool Calling, and Streaming. This incident is now resolved."", ""Update_Timestamp"": ""Posted 18 days ago. Aug 13, 2024 - 15:24 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are experiencing elevated error rates (400 responses) on Completions API, Tool Calling, and Streaming."", ""Update_Timestamp"": ""Posted 18 days ago. Aug 13, 2024 - 14:50 PDT""}]",This incident affected: API.
Chat history failing to load for some users.,https://status.openai.com/incidents/vvtggc9m43m8,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident is now resolved."", ""Update_Timestamp"": ""Posted 18 days ago. Aug 13, 2024 - 09:37 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""Chat history is now loading as expected for all users. We're monitoring and continuing to investigate the root cause of the disruption."", ""Update_Timestamp"": ""Posted 18 days ago. Aug 13, 2024 - 08:43 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We're investigating an issue where chat history is failing to load after log in for some users."", ""Update_Timestamp"": ""Posted 18 days ago. Aug 13, 2024 - 08:11 PDT""}]",This incident affected: ChatGPT.
Elevated errors in ChatGPT when using the browsing tool,https://status.openai.com/incidents/3wgkrn2qc5tf,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident should now be resolved. This started 6:33pm GMT and lasted until 8:14pm GMT."", ""Update_Timestamp"": ""Posted 26 days ago. Aug 05, 2024 - 13:15 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""The source of the errors has been identified and we are actively working to resolve them."", ""Update_Timestamp"": ""Posted 26 days ago. Aug 05, 2024 - 12:39 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We're continuing to investigate elevated errors when browsing in ChatGPT. At this time SearchGPT is also impacted by this incident."", ""Update_Timestamp"": ""Posted 26 days ago. Aug 05, 2024 - 12:11 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""Elevated errors using the browsing tool in ChatGPT impacting most users across all plans. We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 26 days ago. Aug 05, 2024 - 11:53 PDT""}]",This incident affected: ChatGPT.
Elevated error rate while creating fine-tuning jobs,https://status.openai.com/incidents/2gqshgzt6gpb,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""Fine-tuning service is running normally."", ""Update_Timestamp"": ""Posted 1 month ago. Jul 31, 2024 - 14:16 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""Error rates have stabilized and Fine-tuning API endpoints are operating normally again. Jobs are being processed as expected. We will continue to monitor this service closely for elevated error rates."", ""Update_Timestamp"": ""Posted 1 month ago. Jul 31, 2024 - 12:45 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are experiencing a temporary increase in error rates from the /v1/fine_tuning API, including job creation and listing and event listing. We expect these errors to subside by 12:45pm PT."", ""Update_Timestamp"": ""Posted 1 month ago. Jul 31, 2024 - 12:35 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""Fine-tuning jobs are being processed again, though the service is still experiencing elevated error rates."", ""Update_Timestamp"": ""Posted 1 month ago. Jul 31, 2024 - 11:19 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""The Fine-tuning API is currently online and accepting job creation requests, but there is a delay in job processing. Jobs will remained queued for the time being."", ""Update_Timestamp"": ""Posted 1 month ago. Jul 31, 2024 - 10:57 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""Another spike of errors just occurred preventing jobs from being created. A mitigation is being pushed."", ""Update_Timestamp"": ""Posted 1 month ago. Jul 31, 2024 - 10:49 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been deployed and the service is operating normally. We are continuing to monitor this service for errors"", ""Update_Timestamp"": ""Posted 1 month ago. Jul 31, 2024 - 09:12 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are experiencing elevated error rates (500 responses) on the POST /v1/fine_tuning/jobs endpoint."", ""Update_Timestamp"": ""Posted 1 month ago. Jul 31, 2024 - 09:09 PDT""}]",This incident affected: API.
GPT-4o-mini Fine-Tuned Models High Error Rate,https://status.openai.com/incidents/b2cbq8c9crbs,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 1 month ago. Jul 27, 2024 - 20:35 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""Service error rates and latencies for GPT-4o-mini fine-tunes have returned to normal. We will monitoring these services closely to ensure they continue to operate as expected."", ""Update_Timestamp"": ""Posted 1 month ago. Jul 27, 2024 - 16:17 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""Error rate is returning to 0% but we are still experiencing high variance in request latency. Continuing to monitor."", ""Update_Timestamp"": ""Posted 1 month ago. Jul 27, 2024 - 15:55 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""A mitigation has been deployed, error rates are stabilizing but still elevated."", ""Update_Timestamp"": ""Posted 1 month ago. Jul 27, 2024 - 15:13 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to work on a fix. The inference services for 4o-mini fine-tuned models (only 4o-mini) are still experiencing a partial outage."", ""Update_Timestamp"": ""Posted 1 month ago. Jul 27, 2024 - 14:56 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We are currently experiencing very high error rates for fine-tuned gpt-4o-mini models."", ""Update_Timestamp"": ""Posted 1 month ago. Jul 27, 2024 - 14:24 PDT""}]",This incident affected: API.
Increased latency and error rates affecting GPT-4o mini,https://status.openai.com/incidents/rq519d4v09bw,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""Between 2:25 AM and 6:15 AM PT, we experienced elevated API error rates on gpt-4o-mini. This incident is now resolved."", ""Update_Timestamp"": ""Posted 1 month ago. Jul 26, 2024 - 09:05 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 1 month ago. Jul 26, 2024 - 06:13 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We're currently investigating increased API latency and error rates affecting gpt-4o-mini."", ""Update_Timestamp"": ""Posted 1 month ago. Jul 26, 2024 - 04:21 PDT""}]",This incident affected: API and Playground.
Outage on ChatGPT and API Platform,https://status.openai.com/incidents/cgvtvlvkvfxq,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""Between 15:05 PDT and 15:20 PDT, we saw increased error rates with logins on ChatGPT and the API Platform. We also experienced increased error rates with account creation between 15:21 PDT - 15:43 PDT. This is now resolved."", ""Update_Timestamp"": ""Posted 1 month ago. Jul 18, 2024 - 16:24 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 1 month ago. Jul 18, 2024 - 15:28 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating ChatGPT and API Platform login issues."", ""Update_Timestamp"": ""Posted 1 month ago. Jul 18, 2024 - 15:13 PDT""}]",This incident affected: API and ChatGPT.
Elevated error rates for ChatGPT,https://status.openai.com/incidents/2b9lxxhh957b,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 1 month ago. Jul 17, 2024 - 11:32 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix was implemented at 09:56AM PDT and error rates have improved. We are continuing to monitor."", ""Update_Timestamp"": ""Posted 1 month ago. Jul 17, 2024 - 09:56 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We're currently investigating elevated error rates on ChatGPT. The disruption began at 08:34AM PDT."", ""Update_Timestamp"": ""Posted 1 month ago. Jul 17, 2024 - 08:58 PDT""}]",This incident affected: ChatGPT.
ChatGPT outage,https://status.openai.com/incidents/ff32y1r5px5r,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""Between 00:56AM PDT and 02:49AM PDT we saw degraded performance on ChatGPT. This incident is now resolved."", ""Update_Timestamp"": ""Posted 2 months ago. Jul 17, 2024 - 03:18 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 2 months ago. Jul 17, 2024 - 03:01 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to investigate this issue."", ""Update_Timestamp"": ""Posted 2 months ago. Jul 17, 2024 - 01:43 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""ChatGPT experienced degraded performance starting from 23:33pm pacific time, and outage since 00:56am pacific time"", ""Update_Timestamp"": ""Posted 2 months ago. Jul 17, 2024 - 01:18 PDT""}]",This incident affected: ChatGPT.
Outage on ChatGPT and Assistants API,https://status.openai.com/incidents/b0z4bgvlh8z0,#ef4146,impact-critical,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved. It affected users from 2:38 AM PT to 3:15 AM PT."", ""Update_Timestamp"": ""Posted 2 months ago. Jul 12, 2024 - 03:52 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are now monitoring the results."", ""Update_Timestamp"": ""Posted 2 months ago. Jul 12, 2024 - 03:35 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently looking into increased error rates affecting ChatGPT and the Assistants API. Users may experience problems logging into ChatGPT and using the Assistants API."", ""Update_Timestamp"": ""Posted 2 months ago. Jul 12, 2024 - 03:03 PDT""}]",This incident affected: API and ChatGPT.
Elevate Errors on Assistants API,https://status.openai.com/incidents/dtgbfvqmjfm8,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This issue has been resolved."", ""Update_Timestamp"": ""Posted 2 months ago. Jul 11, 2024 - 19:48 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""Engineers have released a fix, and Assistants API completion rates are improving. Engineers are monitoring the update."", ""Update_Timestamp"": ""Posted 2 months ago. Jul 11, 2024 - 19:32 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating increased error rates on our Assistants API."", ""Update_Timestamp"": ""Posted 2 months ago. Jul 11, 2024 - 18:30 PDT""}]",This incident affected: API.
Elevated Captcha Requests in ChatGPT,https://status.openai.com/incidents/bf90tzgms424,#050505,impact-none,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""Between 1am and 3am PT on July 8th, some users experienced an sudden increase in captcha confirmations when using ChatGPT. This issue has been resolved. Captcha confirmations should be working as expected."", ""Update_Timestamp"": ""Posted 2 months ago. Jul 08, 2024 - 01:00 PDT""}]",
Outage on ChatGPT and API Platform,https://status.openai.com/incidents/92tyglr0b7tk,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved. It affected users from 3:10 to 3:33 PM PT."", ""Update_Timestamp"": ""Posted 2 months ago. Jul 05, 2024 - 15:42 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are now monitoring the results."", ""Update_Timestamp"": ""Posted 2 months ago. Jul 05, 2024 - 15:33 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 2 months ago. Jul 05, 2024 - 15:23 PDT""}]",This incident affected: API and ChatGPT.
Increased errors on ChatGPT and API.,https://status.openai.com/incidents/9r53pld7szhp,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""Between 6:58AM and 7:30AM PDT we saw increased error rates on ChatGPT and the API. This incident is now resolved."", ""Update_Timestamp"": ""Posted 2 months ago. Jun 28, 2024 - 08:07 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""Error rates are returning to normal. We're continuing to monitor."", ""Update_Timestamp"": ""Posted 2 months ago. Jun 28, 2024 - 07:41 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to investigate this issue."", ""Update_Timestamp"": ""Posted 2 months ago. Jun 28, 2024 - 07:37 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We're currently observing increased error rates on ChatGPT and the API."", ""Update_Timestamp"": ""Posted 2 months ago. Jun 28, 2024 - 07:19 PDT""}]",This incident affected: API and ChatGPT.
Elevated errors in the API and ChatGPT,https://status.openai.com/incidents/1fq4lzfy1m17,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""As of 2:12a GMT this incident is resolved."", ""Update_Timestamp"": ""Posted 2 months ago. Jun 26, 2024 - 19:13 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""Cause of elevated errors identified and resolved. Services are back to normal. We're continuing to monitor the situation."", ""Update_Timestamp"": ""Posted 2 months ago. Jun 26, 2024 - 18:59 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""Starting around 1:10a GMT and peaking at approximately 1:20a GMT we experienced elevated errors in our API and ChatGPT. As of approximately 1:40a GMT traffic has recovered.\n\nWe are currently investigating the cause of the elevated errors as traffic recovers."", ""Update_Timestamp"": ""Posted 2 months ago. Jun 26, 2024 - 18:46 PDT""}]",This incident affected: API and ChatGPT.
Increased error rates impacting API and ChatGPT,https://status.openai.com/incidents/1fkvf7jj1zzk,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This issue has now been resolved. If you are experiencing any continuing elevated error rates, please reach out to our support team."", ""Update_Timestamp"": ""Posted 2 months ago. Jun 22, 2024 - 21:33 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has now been implemented and we are monitoring the results. Error rates are reduced for most customers at this time."", ""Update_Timestamp"": ""Posted 2 months ago. Jun 22, 2024 - 21:14 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to work on a fix for this issue."", ""Update_Timestamp"": ""Posted 2 months ago. Jun 22, 2024 - 21:08 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""ChatGPT is now operational again. We have identified the root cause for elevated error rates on the API, primarily impacting GPT-4o and are currently working on implementing a fix."", ""Update_Timestamp"": ""Posted 2 months ago. Jun 22, 2024 - 20:39 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating increased error rates on our API and ChatGPT products."", ""Update_Timestamp"": ""Posted 2 months ago. Jun 22, 2024 - 20:20 PDT""}]",This incident affected: API and ChatGPT.
Login issues with SSO impacting some customers,https://status.openai.com/incidents/rwzw1nvmt4dq,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has now been resolved"", ""Update_Timestamp"": ""Posted 2 months ago. Jun 21, 2024 - 13:07 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""The issue has been identified and a fix is being implemented."", ""Update_Timestamp"": ""Posted 2 months ago. Jun 21, 2024 - 12:58 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are investigating reports that some customers with SSO enabled are being directed to a login with password page instead of the pre-configured SSO URL"", ""Update_Timestamp"": ""Posted 2 months ago. Jun 21, 2024 - 12:44 PDT""}]",This incident affected: API and ChatGPT.
Elevated 5xx errors impacting the API,https://status.openai.com/incidents/sbwl2td13jf9,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has now been resolved. Customers should no longer be seeing elevated error rates when calling our API endpoints."", ""Update_Timestamp"": ""Posted 2 months ago. Jun 20, 2024 - 13:33 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""Customers may be experiencing a higher than normal level of 5xx errors when hitting our API endpoints. This is due to an ongoing outage with Cloudflare. Their wonderful team is hard at work addressing this issue, and we will keep this page updated with impacts to our customers."", ""Update_Timestamp"": ""Posted 2 months ago. Jun 20, 2024 - 12:38 PDT""}]",This incident affected: API.
