Incident_Title,Incident_Link,Incident_color,Incident_Impact,Updates,Service
Elevated error rate impacting ChatGPT,https://status.openai.com/incidents/bk61kqf9lxy5,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 4 months ago. May 17, 2024 - 07:47 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 4 months ago. May 17, 2024 - 07:32 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We're experiencing an elevated level of errors affecting ChatGPT and are currently looking into the issue."", ""Update_Timestamp"": ""Posted 4 months ago. May 17, 2024 - 06:18 PDT""}]",This incident affected: ChatGPT.
Elevated error rates for ChatGPT voice,https://status.openai.com/incidents/5gthxl1ypwl2,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has now been resolved. Performance should be back to normal for all customers. Thank you for your patience."", ""Update_Timestamp"": ""Posted 4 months ago. May 14, 2024 - 16:51 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to monitor performance, and will keep doing so along with providing updates until performance has returned to normal."", ""Update_Timestamp"": ""Posted 4 months ago. May 14, 2024 - 16:12 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to monitor performance, and will keep doing so along with providing updates until performance has returned to normal."", ""Update_Timestamp"": ""Posted 4 months ago. May 14, 2024 - 14:05 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to monitor performance, and will keep doing so along with providing updates until performance has returned to normal."", ""Update_Timestamp"": ""Posted 4 months ago. May 14, 2024 - 12:58 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to monitor performance, and will keep doing so along with providing updates until performance has returned to normal."", ""Update_Timestamp"": ""Posted 4 months ago. May 14, 2024 - 12:03 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to see performance improvements and will keep monitoring and providing updates until performance has returned to normal."", ""Update_Timestamp"": ""Posted 4 months ago. May 14, 2024 - 11:28 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are seeing performance improving. We will continue to monitoring until performance has returned to normal."", ""Update_Timestamp"": ""Posted 4 months ago. May 14, 2024 - 10:47 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We have identified the cause of this issue and are in the process of implementing a fix."", ""Update_Timestamp"": ""Posted 4 months ago. May 14, 2024 - 10:18 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 4 months ago. May 14, 2024 - 09:44 PDT""}]",This incident affected: ChatGPT.
Outage for Batch API,https://status.openai.com/incidents/gvpm9yc4cmwb,#050505,impact-none,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""From approximately 10am - 10:30am PDT, customers were unable to make requests to the BatchAPI. The issue has been resolved, and we apologize for any inconvenience this may have caused."", ""Update_Timestamp"": ""Posted 4 months ago. May 14, 2024 - 10:30 PDT""}]",
Elevated errors in ChatGPT on model GPT-4o (API not impacted),https://status.openai.com/incidents/9gmqy8w5719x,#050505,impact-none,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""The issue of elevated errors in ChatGPT on model GPT-4o is now resolved."", ""Update_Timestamp"": ""Posted 4 months ago. May 13, 2024 - 18:05 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""At 5:40p pacific time we noticed elevated errors in ChatGPT (no API impact) specifically on the gpt-4o model impacting all users on all plans. As of now, 5:56p pacific, we've implemented a fix and are monitoring the elevated errors resolving."", ""Update_Timestamp"": ""Posted 4 months ago. May 13, 2024 - 17:56 PDT""}]",This incident affected: ChatGPT.
Partial outage for ChatGPT,https://status.openai.com/incidents/xjkmkztfzrsw,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""As of right now the partial outage has resolved that was impacting unauthenticated, free plan, and plus plan users in ChatGPT. API was not impacted by this incident."", ""Update_Timestamp"": ""Posted 4 months ago. May 09, 2024 - 18:18 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and this partial outage should be resolving at this time. We will continue to monitor the situation to ensure the service returns to normal."", ""Update_Timestamp"": ""Posted 4 months ago. May 09, 2024 - 16:59 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""As of 1030p GMT we are experiencing a partial outage scoped to potentially impacting all unauthenticated, free plan, and Plus plan users. We are currently investigating the issue. API is not impacted."", ""Update_Timestamp"": ""Posted 4 months ago. May 09, 2024 - 16:52 PDT""}]",This incident affected: ChatGPT.
Elevated errors on ChatGPT,https://status.openai.com/incidents/xcj743yytngc,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""Between 9:50am and 10:45am PDT, we saw elevated error rates when attempting to use ChatGPT. Error rates have returned to normal and this incident is now resolved."", ""Update_Timestamp"": ""Posted 4 months ago. May 09, 2024 - 11:31 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""We have deployed a fix for this issue, and customers should no longer be receiving any errors. We will be monitoring the fix to ensure elevated error rates do not return."", ""Update_Timestamp"": ""Posted 4 months ago. May 09, 2024 - 11:02 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We have identified the core issue and are currently in the process of implementing a fix."", ""Update_Timestamp"": ""Posted 4 months ago. May 09, 2024 - 10:30 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to investigate this issue."", ""Update_Timestamp"": ""Posted 4 months ago. May 09, 2024 - 10:21 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating elevated error rates on ChatGPT."", ""Update_Timestamp"": ""Posted 4 months ago. May 09, 2024 - 10:21 PDT""}]",This incident affected: ChatGPT.
Elevated errors uploading files in ChatGPT,https://status.openai.com/incidents/vn8j63zg56hz,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""Between May 4th, 9:30PM PDT and May 7th, 10:15PM PDT we saw elevated error rates for file uploads on ChatGPT. We rolled out a fix and monitored for several hours. Error rates have returned to normal and this incident is now resolved."", ""Update_Timestamp"": ""Posted 4 months ago. May 08, 2024 - 09:37 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""Error rates for file uploads on ChatGPT have returned to normal. We are continuing to monitor for any further issues."", ""Update_Timestamp"": ""Posted 4 months ago. May 07, 2024 - 23:58 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A mitigation is in place and we are now monitoring to ensure elevated errors uploading files in ChatGPT does not return."", ""Update_Timestamp"": ""Posted 4 months ago. May 07, 2024 - 20:16 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We have identified the issue causing the elevated file uploads in ChatGPT. We are currently developing a fix."", ""Update_Timestamp"": ""Posted 4 months ago. May 07, 2024 - 19:11 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We noticed increasing errors during file uploads in ChatGPT yesterday. We are currently investigating the the issue. This is impacting ChatGPT and not the API."", ""Update_Timestamp"": ""Posted 4 months ago. May 07, 2024 - 17:39 PDT""}]",This incident affected: ChatGPT.
Some Customers Cannot Message Support,https://status.openai.com/incidents/tk3m1vwpslck,#050505,impact-none,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""Between 7:45 AM PT and 8:40 AM PT today, some customers might have had trouble contacting OpenAI support through the help center. This issue has been resolved. OpenAI services including the API and ChatGPT were unaffected."", ""Update_Timestamp"": ""Posted 4 months ago. May 07, 2024 - 09:24 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 4 months ago. May 07, 2024 - 09:03 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""Some customers cannot reach support services, and we expect the situation to be remedied shortly. As a temporary solution, customers looking to reach out to OpenAI Support can email support@openai.com."", ""Update_Timestamp"": ""Posted 4 months ago. May 07, 2024 - 08:43 PDT""}]","This incident affected: API, ChatGPT, Labs, and Playground."
Elevated errors on ChatGPT,https://status.openai.com/incidents/kprfbhg9g654,#ef4146,impact-critical,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 4 months ago. May 03, 2024 - 00:39 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""The issue has been identified and a fix is being implemented."", ""Update_Timestamp"": ""Posted 4 months ago. May 03, 2024 - 00:23 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 4 months ago. May 03, 2024 - 00:18 PDT""}]",This incident affected: ChatGPT.
Elevated errors on ChatGPT,https://status.openai.com/incidents/9p4bcf43mvly,#ef4146,impact-critical,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 4 months ago. May 02, 2024 - 23:15 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 4 months ago. May 02, 2024 - 23:00 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 4 months ago. May 02, 2024 - 22:35 PDT""}]",This incident affected: ChatGPT.
Elevated error rates on fine-tuning API models and reserved capacity,https://status.openai.com/incidents/276x19pnppyp,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 4 months ago. May 02, 2024 - 18:06 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""The issue has been identified and a fix is being implemented. Fine-tuning API models have also recovered."", ""Update_Timestamp"": ""Posted 4 months ago. May 02, 2024 - 15:50 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 4 months ago. May 02, 2024 - 15:06 PDT""}]",This incident affected: API.
Elevated error rates on ASR (Whisper),https://status.openai.com/incidents/8n6cpxchrx14,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""The incident has been resolved. It affected users using Whisper models on the API and text-to-speech on ChatGPT from 8:45 AM to 12:50 PM PT."", ""Update_Timestamp"": ""Posted 4 months ago. May 01, 2024 - 19:04 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""We have identified the issue and implemented a fix. Users may have noticed elevated error rates and 499 errors on ChatGPT and the Whisper API."", ""Update_Timestamp"": ""Posted 4 months ago. May 01, 2024 - 13:41 PDT""}]",This incident affected: API and ChatGPT.
The website openai.com is currently down.,https://status.openai.com/incidents/dnd5t229ll1l,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 4 months ago. May 01, 2024 - 14:41 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating the issue. chatgpt.com, chat.openai.com and platform.openai.com remain accessible."", ""Update_Timestamp"": ""Posted 4 months ago. May 01, 2024 - 14:00 PDT""}]",This incident affected: API and ChatGPT.
Users are facing elevated error rates on ChatGPT,https://status.openai.com/incidents/j1glqxyh61gk,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved. The affected time was from 17:00 PM yesterday to 11:10 today PT."", ""Update_Timestamp"": ""Posted 4 months ago. May 01, 2024 - 11:50 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We have identified an issue that affected customers, causing some users on ChatGPT to see a blank screen. The incident began at 6 PM PT yesterday, and we are currently working on a fix."", ""Update_Timestamp"": ""Posted 4 months ago. May 01, 2024 - 10:12 PDT""}]",This incident affected: ChatGPT.
Elevated error rate affecting /chat/completions streaming,https://status.openai.com/incidents/pqzv8nwct4j4,#050505,impact-none,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""/chat/completions streaming experienced elevated error rates from 2024-04-25 21:10 PDT to 2024-04-26 01:20 PDT."", ""Update_Timestamp"": ""Posted 4 months ago. Apr 26, 2024 - 01:35 PDT""}]",This incident affected: API.
Elevated errors on ChatGPT,https://status.openai.com/incidents/nwjf6sj8cl5l,#050505,impact-none,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""We observed elevated error rates in ChatGPT between 7:17pm - 9:02pm PDT. The issue has now been resolved"", ""Update_Timestamp"": ""Posted 4 months ago. Apr 25, 2024 - 21:31 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""We have implemented a series of mitigations and we are actively monitoring error rates improving in ChatGPT."", ""Update_Timestamp"": ""Posted 4 months ago. Apr 25, 2024 - 20:53 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""The issue has been identified and a fix is being implemented."", ""Update_Timestamp"": ""Posted 4 months ago. Apr 25, 2024 - 20:40 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 4 months ago. Apr 25, 2024 - 20:18 PDT""}]",This incident affected: ChatGPT.
Elevated errors on ChatGPT,https://status.openai.com/incidents/cczgsv2kzdnh,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""We observed elevated error rates in ChatGPT between 12:09pm - 13:02pm PDT. The issue has now been resolved."", ""Update_Timestamp"": ""Posted 4 months ago. Apr 25, 2024 - 14:36 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 4 months ago. Apr 25, 2024 - 12:32 PDT""}]",This incident affected: ChatGPT.
Elevated errors on ChatGPT,https://status.openai.com/incidents/5lnkhd8p9d0d,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""We observed elevated error rates from 10:19am PT to 11:00am PT. The issue has now been resolved."", ""Update_Timestamp"": ""Posted 4 months ago. Apr 24, 2024 - 11:30 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A series of mitigations has been applied and we are actively monitoring traffic returning to normal in ChatGPT."", ""Update_Timestamp"": ""Posted 4 months ago. Apr 24, 2024 - 11:17 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""Our team has identified the source of the elevated errors and is working through a fix at this time."", ""Update_Timestamp"": ""Posted 4 months ago. Apr 24, 2024 - 11:08 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to investigate this issue."", ""Update_Timestamp"": ""Posted 4 months ago. Apr 24, 2024 - 10:34 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 4 months ago. Apr 24, 2024 - 10:33 PDT""}]",This incident affected: ChatGPT.
Elevated errors on ChatGPT,https://status.openai.com/incidents/zx65grg8q28j,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""We observed elevated error rates from 12:37 pm PDT to 12:50 pm PDT. The issue has now been resolved."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 17, 2024 - 15:26 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""We saw elevated error rates from 12:37 pm PDT to 12:50 pm PDT. Error rates have subsided and the team is actively monitoring to ensure errors have been resolved."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 17, 2024 - 13:03 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 17, 2024 - 12:46 PDT""}]",This incident affected: ChatGPT.
Elevated error rates for Vision Models,https://status.openai.com/incidents/0bwgp7n2t976,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""We saw elevated error rates for GPT-Vision from 4:40am PDT to 6:10am PDT"", ""Update_Timestamp"": ""Posted 5 months ago. Apr 17, 2024 - 04:30 PDT""}]",
Elevated errors on ChatGPT,https://status.openai.com/incidents/nc525h790rp2,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""We encountered an issue where customers may have encountered the error \""Something went wrong. If this issue persists please contact us through our help center at help.openai.com.\"" when attempting to interact with ChatGPT. The issue has been resolved, and we apologize for the inconvenience.\n\nThis was identified on April 15th at 9:30pm pacific and resolved on April 16th at 7:40am pacific."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 16, 2024 - 07:40 PDT""}]",
Elevated errors in ChatGPT,https://status.openai.com/incidents/xhr9d3qykd2p,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""The elevated errors in ChatGPT have resolved."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 15, 2024 - 14:41 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating elevated errors in ChatGPT across all plans."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 15, 2024 - 14:19 PDT""}]",This incident affected: ChatGPT.
Increased Queue Wait Times for GPT-3.5-Turbo Fine-Tuning Jobs,https://status.openai.com/incidents/6z0kjhhj0wbm,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 11, 2024 - 16:58 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""A fix has been deployed and the fine-tuning job queue is emptying. We expect the service to return to normal operation within the hour."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 11, 2024 - 15:46 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to work towards deploying a fix. At this time the queues for 3.5-turbo fine-tunes (all versions) are still backed up, wait times for jobs to be processed is > 1 hour."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 11, 2024 - 15:19 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to work on a fix for this issue."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 11, 2024 - 12:02 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We are experiencing increased wait time for gpt-3.5-turbo (all variants) fine-tuning jobs. Currently, wait times are approximately an hour."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 11, 2024 - 11:57 PDT""}]",This incident affected: API.
