Incident_Title,Incident_Link,Incident_color,Incident_Impact,Updates,Service
Elevated errors rates across multiple models,https://status.openai.com/incidents/nsxptf4yxf1p,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 1 year ago. May 10, 2023 - 02:12 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we're seeing error rates go down."", ""Update_Timestamp"": ""Posted 1 year ago. May 10, 2023 - 02:06 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We're seeing elevated error rates across multiple models, including moderation endpoints and Dalle API.  We've found the cause of the errors and are working on a resolution."", ""Update_Timestamp"": ""Posted 1 year ago. May 10, 2023 - 01:56 PDT""}]",This incident affected: API and Labs.
Elevated error rates on DALL-E,https://status.openai.com/incidents/bkgg6h28c0h7,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 1 year ago. May 09, 2023 - 13:37 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating elevated error rates on DALL-E."", ""Update_Timestamp"": ""Posted 1 year ago. May 09, 2023 - 13:16 PDT""}]",This incident affected: Labs.
"Outage affecting text-davinci-003, Curie models, and DALL-E",https://status.openai.com/incidents/3qqvjp7wzf43,#ef4146,impact-critical,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 1 year ago. May 09, 2023 - 12:19 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented, and we are actively monitoring the results."", ""Update_Timestamp"": ""Posted 1 year ago. May 09, 2023 - 12:16 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""The issue has been identified, and we are working on a resolution."", ""Update_Timestamp"": ""Posted 1 year ago. May 09, 2023 - 12:05 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating an issue affecting text-davinci-003, Curie models, and DALL-E."", ""Update_Timestamp"": ""Posted 1 year ago. May 09, 2023 - 12:00 PDT""}]",This incident affected: API and Labs.
"Elevated issues in labs, v1/images API, and v1/moderations API",https://status.openai.com/incidents/pvmyt0m129wj,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 1 year ago. May 07, 2023 - 09:35 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to monitor for any further issues."", ""Update_Timestamp"": ""Posted 1 year ago. May 07, 2023 - 09:29 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 1 year ago. May 07, 2023 - 09:24 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We have identified the issue and are rolling out a fix."", ""Update_Timestamp"": ""Posted 1 year ago. May 07, 2023 - 09:03 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 1 year ago. May 07, 2023 - 08:24 PDT""}]",This incident affected: API and Labs.
text-davinci-003 is experiencing degraded performance,https://status.openai.com/incidents/7hk17svmtnzq,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 1 year ago. May 03, 2023 - 12:49 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and error rates have returned to normal. We're continuing to monitor the situation."", ""Update_Timestamp"": ""Posted 1 year ago. May 03, 2023 - 12:36 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 1 year ago. May 03, 2023 - 12:04 PDT""}]",This incident affected: API.
Whisper API is experiencing degraded performance,https://status.openai.com/incidents/r8zch6g794b1,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 1 year ago. Apr 28, 2023 - 09:50 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 1 year ago. Apr 28, 2023 - 09:20 PDT""}]",This incident affected: API.
Partial outage affecting DALLE and Moderations API,https://status.openai.com/incidents/qhh2rvr528qh,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 1 year ago. Apr 25, 2023 - 17:36 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 1 year ago. Apr 25, 2023 - 17:07 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to investigate this issue."", ""Update_Timestamp"": ""Posted 1 year ago. Apr 25, 2023 - 16:22 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to investigate this issue."", ""Update_Timestamp"": ""Posted 1 year ago. Apr 25, 2023 - 16:21 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 1 year ago. Apr 25, 2023 - 16:12 PDT""}]",This incident affected: API and Labs.
ChatGPT Login Issues,https://status.openai.com/incidents/cs8fghhddc5s,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 1 year ago. Apr 25, 2023 - 10:13 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""The login issue has been resolved for all ChatGPT users, and we are continuing to monitor."", ""Update_Timestamp"": ""Posted 1 year ago. Apr 25, 2023 - 09:47 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We have identified that some users are unable to login to ChatGPT.  We are actively working to resolve the issue as quickly as possible."", ""Update_Timestamp"": ""Posted 1 year ago. Apr 25, 2023 - 09:03 PDT""}]",This incident affected: ChatGPT.
Elevated error rates on some OpenAI models,https://status.openai.com/incidents/h0trpydy4dqw,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""Error rates for affected services have returned to normal."", ""Update_Timestamp"": ""Posted 1 year ago. Apr 25, 2023 - 09:17 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""We have identified and ameliorated a possible cause of the issue. We are seeing an improvement in error rates and are continuing to monitor."", ""Update_Timestamp"": ""Posted 1 year ago. Apr 25, 2023 - 09:02 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are investigating an increase in error rates associated with some OpenAI models and services."", ""Update_Timestamp"": ""Posted 1 year ago. Apr 25, 2023 - 07:00 PDT""}]",This incident affected: API and ChatGPT.
Increase in error rates for some OpenAI models,https://status.openai.com/incidents/ysf94679ff28,#050505,impact-none,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""We are tracking an increase in error responses for some OpenAI models."", ""Update_Timestamp"": ""Posted 1 year ago. Apr 25, 2023 - 07:00 PDT""}]",
ChatGPT outage,https://status.openai.com/incidents/b64cj28zhss6,#ef4146,impact-critical,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 1 year ago. Apr 23, 2023 - 20:37 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""The error rate is dropping and things are recovering"", ""Update_Timestamp"": ""Posted 1 year ago. Apr 23, 2023 - 20:29 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are investigating a major outage of ChatGPT"", ""Update_Timestamp"": ""Posted 1 year ago. Apr 23, 2023 - 20:23 PDT""}]",This incident affected: ChatGPT.
Minor increase in error rates across all models,https://status.openai.com/incidents/911qqwlvm46k,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""A root cause has been identified and a fix is being deployed. The system is now operating normally. We will continue to monitor for elevated error rates."", ""Update_Timestamp"": ""Posted 1 year ago. Apr 21, 2023 - 16:07 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We have identified the root cause of the problem. Expect it to take a couple hours to implement and deploy."", ""Update_Timestamp"": ""Posted 1 year ago. Apr 21, 2023 - 13:45 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are still investigating the source of these increased error rates"", ""Update_Timestamp"": ""Posted 1 year ago. Apr 21, 2023 - 13:00 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are investigating a 5-10% increase in error rates across all models."", ""Update_Timestamp"": ""Posted 1 year ago. Apr 21, 2023 - 11:51 PDT""}]",This incident affected: API.
Partial outage on davinci fine tuned models,https://status.openai.com/incidents/bd361qzn4wwk,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 1 year ago. Apr 05, 2023 - 18:48 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating an issue affecting davinci fine-tune model inference."", ""Update_Timestamp"": ""Posted 1 year ago. Apr 05, 2023 - 18:36 PDT""}]",This incident affected: API.
"Increased errors on gpt-3-5-turbo, curie and davinci fine tuned models",https://status.openai.com/incidents/w9mflvvd2rv4,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""These models are now stable"", ""Update_Timestamp"": ""Posted 1 year ago. Apr 04, 2023 - 13:14 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We've identified the cause of the outage and are beginning to restore impacted services"", ""Update_Timestamp"": ""Posted 1 year ago. Apr 04, 2023 - 12:40 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We're investigating elevated error rates on gpt-3-5-turbo, curie and davinci fine tuned models. We're investigating."", ""Update_Timestamp"": ""Posted 1 year ago. Apr 04, 2023 - 12:02 PDT""}]",This incident affected: API.
Elevated API error rate,https://status.openai.com/incidents/jn5x777t9g8d,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This issue is resolved, error rates and latency have recovered."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 30, 2023 - 12:23 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""The issue has been identified, an incorrect network configuration was applied, it is being rolled back now."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 30, 2023 - 12:12 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are investigating an issue with elevated error rates on text-davinci-003."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 30, 2023 - 12:03 PDT""}]",This incident affected: API.
API error rate increase,https://status.openai.com/incidents/gclzj9h0jfql,#050505,impact-none,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""API endpoint error rates and latency has recovered."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 28, 2023 - 13:15 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""The issue has been identified and error rates / latency has decreased."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 28, 2023 - 12:45 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are observing increased latency and errors on multiple API endpoints, and are investigating.  This issue is also impacting chat.openai.com and labs.openai.com."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 28, 2023 - 12:15 PDT""}]","This incident affected: API, ChatGPT, Labs, and Playground."
"DALL-E, Embeddings, Moderation and Whisper API are experiencing degraded performance",https://status.openai.com/incidents/vsj5y32mxp0r,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 27, 2023 - 10:28 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to investigate this issue."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 27, 2023 - 06:58 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 27, 2023 - 06:34 PDT""}]",This incident affected: API.
Elevated failure rate affecting GPT-4.,https://status.openai.com/incidents/wq2p3dvprvf3,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 23, 2023 - 13:50 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to monitor for any further issues."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 23, 2023 - 13:09 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 23, 2023 - 13:08 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 23, 2023 - 12:35 PDT""}]",This incident affected: API.
Elevated latency + error rate on text-davinci-003 and gpt-3.5-turbo,https://status.openai.com/incidents/fw6nnl9thq6r,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""We believe we have identified the issue causing the elevated latency and error rates, and have taken the appropriate mitigations."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 22, 2023 - 18:25 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to investigate underlying latency issues and error rates."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 22, 2023 - 16:04 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We have identified the cause of the error rate and are deploying a fix"", ""Update_Timestamp"": ""Posted 1 year ago. Mar 22, 2023 - 14:01 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are observing a 5-10% error rate on text-davinci-003 and gpt-3.5-turbo and approximately doubling of latency. We are continuing to investigate the root cause."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 22, 2023 - 13:16 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We're seeing elevated error rates and latency on text-davinci-003 and gpt-3.5-turbo. We're investigating the issue"", ""Update_Timestamp"": ""Posted 1 year ago. Mar 22, 2023 - 12:15 PDT""}]",This incident affected: API.
ChatGPT Web Interface Incident,https://status.openai.com/incidents/jq9232rcmktd,#ef4146,impact-critical,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""We've fully restored ChatGPT service to all users. We're continuing to work to restore past conversation history to users."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 20, 2023 - 19:54 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to work to restore conversation history to users."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 20, 2023 - 17:31 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We have a root cause for the loss of conversation history and are actively working to restore it now"", ""Update_Timestamp"": ""Posted 1 year ago. Mar 20, 2023 - 16:09 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""Service is restored, but conversation history is still not available."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 20, 2023 - 14:14 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""We are gradually rolling out a fix that users will receive as capacity allows."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 20, 2023 - 13:12 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We have identified the root cause the issue and are working on resolution."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 20, 2023 - 11:58 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We're continuing to investigate the source of the outage."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 20, 2023 - 10:58 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are investigating an issue with the ChatGPT web experience."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 20, 2023 - 09:41 PDT""}]",This incident affected: ChatGPT.
