Date,Outages,Outage_Color,Incidents,Service
7 Aug 2024,[],#10a37f,[],api
8 Aug 2024,[],#10a37f,[],api
9 Aug 2024,[],#10a37f,[],api
10 Aug 2024,[],#10a37f,[],api
11 Aug 2024,[],#10a37f,[],api
12 Aug 2024,[],#10a37f,[],api
13 Aug 2024,[],#10a37f,"[{""Incident_Title"": ""Elevated error rate impacting API"", ""Incident_Link"": ""https://status.openai.com/incidents/txk5wmd6n68l""}]",api
14 Aug 2024,[],#10a37f,[],api
15 Aug 2024,[],#10a37f,"[{""Incident_Title"": ""Elevated error rates for the Assistants API"", ""Incident_Link"": ""https://status.openai.com/incidents/26jngpxh098l""}]",api
16 Aug 2024,"[{""Outage_Type"": ""Partial outage"", ""Downtime (min)"": 34}]",#bdaa48,"[{""Incident_Title"": ""Elevated error rates for ChatGPT and Platform API"", ""Incident_Link"": ""https://status.openai.com/incidents/s9d5cv5jcy7x""}]",api
17 Aug 2024,[],#10a37f,[],api
18 Aug 2024,[],#10a37f,[],api
19 Aug 2024,"[{""Outage_Type"": ""Partial outage"", ""Downtime (min)"": 87}]",#ee8c20,"[{""Incident_Title"": ""File uploads returning error messages"", ""Incident_Link"": ""https://status.openai.com/incidents/433mh2zvfmww""}]",api
20 Aug 2024,[],#10a37f,[],api
21 Aug 2024,"[{""Outage_Type"": ""Major outage"", ""Downtime (min)"": 35}]",#e9680f,"[{""Incident_Title"": ""Authentication Issues on ChatGPT and the API Platform"", ""Incident_Link"": ""https://status.openai.com/incidents/sz5ltf8r0d7p""}, {""Incident_Title"": ""Elevated error rate impacting Assistants API"", ""Incident_Link"": ""https://status.openai.com/incidents/0mxbfltxlnmh""}, {""Incident_Title"": ""Elevated errors impacting logins to ChatGPT and the API Platform"", ""Incident_Link"": ""https://status.openai.com/incidents/k59vpk7p41p5""}]",api
22 Aug 2024,[],#10a37f,[],api
23 Aug 2024,[],#10a37f,[],api
24 Aug 2024,[],#10a37f,[],api
25 Aug 2024,[],#10a37f,[],api
26 Aug 2024,[],#10a37f,[],api
27 Aug 2024,[],#10a37f,"[{""Incident_Title"": ""Elevated error rates for gpt-4o-mini-2024-07-18 fine-tuned models"", ""Incident_Link"": ""https://status.openai.com/incidents/83ywkwsc4tk8""}]",api
28 Aug 2024,"[{""Outage_Type"": ""Partial outage"", ""Downtime (min)"": 140}]",#ea5e1d,"[{""Incident_Title"": ""Elevated errors rates in Assistants API and ChatGPT"", ""Incident_Link"": ""https://status.openai.com/incidents/8kb29fwgbp25""}]",api
29 Aug 2024,[],#10a37f,[],api
30 Aug 2024,[],#10a37f,[],api
31 Aug 2024,[],#10a37f,[],api
1 Mar 2024,[],#10a37f,"[{""Incident_Title"": ""Elevated Error Rate on GPT-3.5-Turbo-0125 Fine Tuned Models"", ""Incident_Link"": ""https://status.openai.com/incidents/xyhsgz91y269""}, {""Incident_Title"": ""Elevated error rates on Assistants API"", ""Incident_Link"": ""https://status.openai.com/incidents/v2rthv2f43qd""}]",api
2 Mar 2024,[],#10a37f,[],api
3 Mar 2024,[],#10a37f,[],api
4 Mar 2024,[],#10a37f,"[{""Incident_Title"": ""DALL-E API seeing increased errors"", ""Incident_Link"": ""https://status.openai.com/incidents/g00cfglc6l7f""}, {""Incident_Title"": ""Elevated rate of request timeouts in Assistants API"", ""Incident_Link"": ""https://status.openai.com/incidents/4xc1wqft73w8""}]",api
5 Mar 2024,[],#10a37f,[],api
6 Mar 2024,"[{""Outage_Type"": ""Partial outage"", ""Downtime (min)"": 5}]",#8ba858,"[{""Incident_Title"": ""Elevated error rate across API endpoints"", ""Incident_Link"": ""https://status.openai.com/incidents/8dpb195tp2tp""}, {""Incident_Title"": ""Delays while processing fine-tuning jobs / spike in job errors"", ""Incident_Link"": ""https://status.openai.com/incidents/x6txscwvw8j9""}, {""Incident_Title"": ""Elevated error rate on Assistants API"", ""Incident_Link"": ""https://status.openai.com/incidents/w0q8rkhbyfpd""}]",api
7 Mar 2024,[],#10a37f,"[{""Incident_Title"": ""Elevated API error rates"", ""Incident_Link"": ""https://status.openai.com/incidents/9kmhcgh5zfc0""}]",api
8 Mar 2024,[],#10a37f,[],api
9 Mar 2024,[],#10a37f,[],api
10 Mar 2024,[],#10a37f,[],api
11 Mar 2024,[],#10a37f,[],api
12 Mar 2024,"[{""Outage_Type"": ""Partial outage"", ""Downtime (min)"": 19}]",#a4a950,"[{""Incident_Title"": ""Elevated errors on Assistants API"", ""Incident_Link"": ""https://status.openai.com/incidents/8hxf6bzdbwkw""}, {""Incident_Title"": ""Elevated API Error Rates"", ""Incident_Link"": ""https://status.openai.com/incidents/7lc0fprwrfzw""}, {""Incident_Title"": ""Increased latency affecting both ChatGPT and APIs"", ""Incident_Link"": ""https://status.openai.com/incidents/f0465gcr4cq4""}]",api
13 Mar 2024,"[{""Outage_Type"": ""Partial outage"", ""Downtime (min)"": 27}]",#b1a94b,"[{""Incident_Title"": ""Degraded performance in ChatGPT and GPT4 models"", ""Incident_Link"": ""https://status.openai.com/incidents/k0v37m46n5t4""}]",api
14 Mar 2024,[],#10a37f,"[{""Incident_Title"": ""Increased error rates and latency on GPT-3.5-Turbo and ChatGPT"", ""Incident_Link"": ""https://status.openai.com/incidents/vy3rjsn7pp5j""}]",api
15 Mar 2024,[],#10a37f,"[{""Incident_Title"": ""Billing Alert Delays"", ""Incident_Link"": ""https://status.openai.com/incidents/06kspq62g9jk""}, {""Incident_Title"": ""Elevated error rate in Assistants API"", ""Incident_Link"": ""https://status.openai.com/incidents/rqhqz7sg4q3v""}, {""Incident_Title"": ""Increased error rates and latency on GPT-3.5-Turbo and ChatGPT"", ""Incident_Link"": ""https://status.openai.com/incidents/vy3rjsn7pp5j""}]",api
16 Mar 2024,[],#10a37f,[],api
17 Mar 2024,[],#10a37f,[],api
18 Mar 2024,"[{""Outage_Type"": ""Major outage"", ""Downtime (min)"": 55}]",#ee483c,"[{""Incident_Title"": ""Elevated Error Rate for TTS API"", ""Incident_Link"": ""https://status.openai.com/incidents/0ptm8m1l2jhk""}]",api
19 Mar 2024,[],#10a37f,"[{""Incident_Title"": ""High error rate on DALL\u00b7E"", ""Incident_Link"": ""https://status.openai.com/incidents/j6j35msq9vdt""}, {""Incident_Title"": ""Elevated errors for gpt-3.5-turbo-0613 and gpt-3.5-turbo-instruct in our API"", ""Incident_Link"": ""https://status.openai.com/incidents/34vcy5pdxxrr""}, {""Incident_Title"": ""Elevated errors in requests to GPT-4 in the API"", ""Incident_Link"": ""https://status.openai.com/incidents/vlmww06nns0z""}]",api
20 Mar 2024,[],#10a37f,"[{""Incident_Title"": ""Elevated errors in requests to GPT-4 in the API"", ""Incident_Link"": ""https://status.openai.com/incidents/15vnk6cbbzb4""}]",api
21 Mar 2024,[],#10a37f,"[{""Incident_Title"": ""Elevated errors in requests to GPT-4 in the API"", ""Incident_Link"": ""https://status.openai.com/incidents/15vnk6cbbzb4""}]",api
22 Mar 2024,[],#10a37f,"[{""Incident_Title"": ""Elevated errors in the API for gpt-4-1106-preview"", ""Incident_Link"": ""https://status.openai.com/incidents/l8bf357j4l4d""}, {""Incident_Title"": ""Elevated errors in the Assistants API"", ""Incident_Link"": ""https://status.openai.com/incidents/v0g2kxvhk4jc""}]",api
23 Mar 2024,[],#10a37f,[],api
24 Mar 2024,[],#10a37f,[],api
25 Mar 2024,[],#10a37f,[],api
26 Mar 2024,[],#10a37f,[],api
27 Mar 2024,[],#10a37f,[],api
28 Mar 2024,[],#10a37f,"[{""Incident_Title"": ""Repeated responses from gpt-4"", ""Incident_Link"": ""https://status.openai.com/incidents/39qgkf8x02vk""}]",api
29 Mar 2024,[],#10a37f,[],api
30 Mar 2024,[],#10a37f,[],api
31 Mar 2024,[],#10a37f,[],api
1 Apr 2024,"[{""Outage_Type"": ""Major outage"", ""Downtime (min)"": 3}, {""Outage_Type"": ""Partial outage"", ""Downtime (min)"": 14}]",#ada94d,"[{""Incident_Title"": ""Elevated error rate impacting ChatGPT and API"", ""Incident_Link"": ""https://status.openai.com/incidents/yk2pndv2tdfw""}]",api
2 Apr 2024,[],#10a37f,[],api
3 Apr 2024,[],#10a37f,"[{""Incident_Title"": ""Increased errors on Assistants API while streaming"", ""Incident_Link"": ""https://status.openai.com/incidents/g7k3xb8xx9s2""}]",api
4 Apr 2024,[],#10a37f,"[{""Incident_Title"": ""Assistants API messages are truncated or split"", ""Incident_Link"": ""https://status.openai.com/incidents/7b6zrdqn4x1v""}]",api
5 Apr 2024,[],#10a37f,[],api
6 Apr 2024,[],#10a37f,[],api
7 Apr 2024,[],#10a37f,[],api
8 Apr 2024,[],#10a37f,[],api
9 Apr 2024,[],#10a37f,[],api
10 Apr 2024,[],#10a37f,"[{""Incident_Title"": ""Elevated errors in requests using vision in ChatGPT and the API"", ""Incident_Link"": ""https://status.openai.com/incidents/tslskm62x0v6""}]",api
11 Apr 2024,"[{""Outage_Type"": ""Partial outage"", ""Downtime (min)"": 36}]",#c1aa46,"[{""Incident_Title"": ""Increased Queue Wait Times for GPT-3.5-Turbo Fine-Tuning Jobs"", ""Incident_Link"": ""https://status.openai.com/incidents/6z0kjhhj0wbm""}, {""Incident_Title"": ""Increased latency and error rate affecting gpt-3.5-turbo"", ""Incident_Link"": ""https://status.openai.com/incidents/6w4b9337p6xt""}]",api
12 Apr 2024,[],#10a37f,[],api
13 Apr 2024,[],#10a37f,[],api
14 Apr 2024,[],#10a37f,[],api
15 Apr 2024,[],#10a37f,[],api
16 Apr 2024,[],#10a37f,[],api
17 Apr 2024,[],#10a37f,[],api
18 Apr 2024,[],#10a37f,[],api
19 Apr 2024,[],#10a37f,[],api
20 Apr 2024,[],#10a37f,[],api
21 Apr 2024,[],#10a37f,[],api
22 Apr 2024,[],#10a37f,[],api
23 Apr 2024,[],#10a37f,[],api
24 Apr 2024,[],#10a37f,[],api
25 Apr 2024,[],#10a37f,[],api
26 Apr 2024,[],#10a37f,"[{""Incident_Title"": ""Elevated error rate affecting /chat/completions streaming"", ""Incident_Link"": ""https://status.openai.com/incidents/pqzv8nwct4j4""}]",api
27 Apr 2024,[],#10a37f,[],api
28 Apr 2024,[],#10a37f,[],api
29 Apr 2024,[],#10a37f,[],api
30 Apr 2024,[],#10a37f,[],api
1 May 2024,[],#10a37f,"[{""Incident_Title"": ""The website openai.com is currently down."", ""Incident_Link"": ""https://status.openai.com/incidents/dnd5t229ll1l""}, {""Incident_Title"": ""Elevated error rates on ASR (Whisper)"", ""Incident_Link"": ""https://status.openai.com/incidents/8n6cpxchrx14""}]",api
2 May 2024,[],#10a37f,"[{""Incident_Title"": ""Elevated error rates on fine-tuning API models and reserved capacity"", ""Incident_Link"": ""https://status.openai.com/incidents/276x19pnppyp""}]",api
3 May 2024,[],#10a37f,[],api
4 May 2024,[],#10a37f,[],api
5 May 2024,[],#10a37f,[],api
6 May 2024,[],#10a37f,[],api
7 May 2024,[],#10a37f,"[{""Incident_Title"": ""Some Customers Cannot Message Support"", ""Incident_Link"": ""https://status.openai.com/incidents/tk3m1vwpslck""}]",api
8 May 2024,[],#10a37f,[],api
9 May 2024,[],#10a37f,[],api
10 May 2024,[],#10a37f,[],api
11 May 2024,[],#10a37f,[],api
12 May 2024,[],#10a37f,[],api
13 May 2024,[],#10a37f,[],api
14 May 2024,[],#10a37f,[],api
15 May 2024,[],#10a37f,[],api
16 May 2024,[],#10a37f,[],api
17 May 2024,[],#10a37f,[],api
18 May 2024,[],#10a37f,[],api
19 May 2024,[],#10a37f,[],api
20 May 2024,[],#10a37f,[],api
21 May 2024,[],#10a37f,[],api
22 May 2024,[],#10a37f,[],api
23 May 2024,[],#10a37f,"[{""Incident_Title"": ""Elevated API and ChatGPT Latency and Error Rate"", ""Incident_Link"": ""https://status.openai.com/incidents/9gm58mclcmst""}]",api
24 May 2024,[],#10a37f,[],api
25 May 2024,[],#10a37f,[],api
26 May 2024,[],#10a37f,[],api
27 May 2024,[],#10a37f,[],api
28 May 2024,[],#10a37f,[],api
29 May 2024,[],#10a37f,[],api
30 May 2024,[],#10a37f,"[{""Incident_Title"": ""Some Batch API Calls Are Failing"", ""Incident_Link"": ""https://status.openai.com/incidents/qr0k0p729t5k""}, {""Incident_Title"": ""Elevated errors on Images API"", ""Incident_Link"": ""https://status.openai.com/incidents/08ldcycb0kl9""}]",api
31 May 2024,[],#10a37f,"[{""Incident_Title"": ""Some Batch API Calls Are Failing"", ""Incident_Link"": ""https://status.openai.com/incidents/qr0k0p729t5k""}]",api
1 Dec 2023,[],#10a37f,"[{""Incident_Title"": ""Issue with API credits"", ""Incident_Link"": ""https://status.openai.com/incidents/13hqyjbvmf4l""}]",api
2 Dec 2023,[],#10a37f,[],api
3 Dec 2023,[],#10a37f,[],api
4 Dec 2023,[],#10a37f,[],api
5 Dec 2023,[],#10a37f,[],api
6 Dec 2023,[],#10a37f,[],api
7 Dec 2023,[],#10a37f,[],api
8 Dec 2023,[],#10a37f,[],api
9 Dec 2023,[],#10a37f,[],api
10 Dec 2023,[],#10a37f,[],api
11 Dec 2023,[],#10a37f,[],api
12 Dec 2023,[],#10a37f,[],api
13 Dec 2023,[],#10a37f,[],api
14 Dec 2023,[],#10a37f,"[{""Incident_Title"": ""Elevated error rates with file uploads"", ""Incident_Link"": ""https://status.openai.com/incidents/knvm9l5xb78m""}, {""Incident_Title"": ""Elevated API Errors"", ""Incident_Link"": ""https://status.openai.com/incidents/v51l19tgy6pd""}]",api
15 Dec 2023,[],#10a37f,[],api
16 Dec 2023,[],#10a37f,[],api
17 Dec 2023,[],#10a37f,[],api
18 Dec 2023,[],#10a37f,"[{""Incident_Title"": ""Elevated API Errors"", ""Incident_Link"": ""https://status.openai.com/incidents/8q7c7rnnqgcd""}]",api
19 Dec 2023,[],#10a37f,"[{""Incident_Title"": ""Elevated errors on GPT-V for ChatGPT models"", ""Incident_Link"": ""https://status.openai.com/incidents/qpsc9m1z6bjv""}]",api
20 Dec 2023,[],#10a37f,[],api
21 Dec 2023,[],#10a37f,[],api
22 Dec 2023,[],#10a37f,[],api
23 Dec 2023,[],#10a37f,[],api
24 Dec 2023,[],#10a37f,[],api
25 Dec 2023,[],#10a37f,[],api
26 Dec 2023,[],#10a37f,[],api
27 Dec 2023,[],#10a37f,[],api
28 Dec 2023,[],#10a37f,[],api
29 Dec 2023,[],#10a37f,[],api
30 Dec 2023,[],#10a37f,[],api
31 Dec 2023,[],#10a37f,[],api
1 Jan 2024,[],#10a37f,[],api
2 Jan 2024,[],#10a37f,[],api
3 Jan 2024,[],#10a37f,[],api
4 Jan 2024,[],#10a37f,[],api
5 Jan 2024,[],#10a37f,[],api
6 Jan 2024,[],#10a37f,[],api
7 Jan 2024,[],#10a37f,[],api
8 Jan 2024,[],#10a37f,"[{""Incident_Title"": ""Elevated errors on Whisper API"", ""Incident_Link"": ""https://status.openai.com/incidents/g9211h91crkb""}]",api
9 Jan 2024,[],#10a37f,[],api
10 Jan 2024,[],#10a37f,[],api
11 Jan 2024,[],#10a37f,[],api
12 Jan 2024,[],#10a37f,[],api
13 Jan 2024,[],#10a37f,[],api
14 Jan 2024,[],#10a37f,"[{""Incident_Title"": ""Elevated error rate on gpt-3.5-turbo-0613, gpt-3.5-turbo-instruct, and reserved capacity m..."", ""Incident_Link"": ""https://status.openai.com/incidents/hyb079s2pqrd""}]",api
15 Jan 2024,[],#10a37f,"[{""Incident_Title"": ""Elevated error rate on moderations API"", ""Incident_Link"": ""https://status.openai.com/incidents/cw9c0skph31n""}]",api
16 Jan 2024,[],#10a37f,"[{""Incident_Title"": ""Elevated error rate on moderations API"", ""Incident_Link"": ""https://status.openai.com/incidents/cw9c0skph31n""}]",api
17 Jan 2024,[],#10a37f,"[{""Incident_Title"": ""Elevated error rate on text-embedding-ada-002"", ""Incident_Link"": ""https://status.openai.com/incidents/g3k6lsj173gz""}]",api
18 Jan 2024,[],#10a37f,[],api
19 Jan 2024,[],#10a37f,[],api
20 Jan 2024,[],#10a37f,[],api
21 Jan 2024,[],#10a37f,[],api
22 Jan 2024,[],#10a37f,[],api
23 Jan 2024,[],#10a37f,[],api
24 Jan 2024,[],#10a37f,[],api
25 Jan 2024,[],#10a37f,[],api
26 Jan 2024,[],#10a37f,[],api
27 Jan 2024,[],#10a37f,[],api
28 Jan 2024,[],#10a37f,[],api
29 Jan 2024,"[{""Outage_Type"": ""Major outage"", ""Downtime (min)"": 19}, {""Outage_Type"": ""Partial outage"", ""Downtime (min)"": 3}]",#f3a833,"[{""Incident_Title"": ""Elevated errors affecting API and ChatGPT"", ""Incident_Link"": ""https://status.openai.com/incidents/n38dwwksfkv9""}]",api
30 Jan 2024,[],#10a37f,[],api
31 Jan 2024,[],#10a37f,[],api
1 Feb 2024,[],#10a37f,[],api
2 Feb 2024,[],#10a37f,[],api
3 Feb 2024,[],#10a37f,[],api
4 Feb 2024,[],#10a37f,[],api
5 Feb 2024,[],#10a37f,"[{""Incident_Title"": ""Elevated errors across ChatGPT and API"", ""Incident_Link"": ""https://status.openai.com/incidents/y6c5p2pcxmzn""}]",api
6 Feb 2024,[],#10a37f,[],api
7 Feb 2024,[],#10a37f,[],api
8 Feb 2024,[],#10a37f,[],api
9 Feb 2024,[],#10a37f,"[{""Incident_Title"": ""Elevated errors on GPT-4V for ChatGPT and API"", ""Incident_Link"": ""https://status.openai.com/incidents/1jr5v353kpcc""}, {""Incident_Title"": ""Elevated errors indexing files in Assistants API"", ""Incident_Link"": ""https://status.openai.com/incidents/wmqhx8xylds1""}]",api
10 Feb 2024,[],#10a37f,[],api
11 Feb 2024,[],#10a37f,[],api
12 Feb 2024,[],#10a37f,"[{""Incident_Title"": ""Elevated errors on GPT-4V for ChatGPT and API"", ""Incident_Link"": ""https://status.openai.com/incidents/shqybftjc7mc""}]",api
13 Feb 2024,"[{""Outage_Type"": ""Partial outage"", ""Downtime (min)"": 316}]",#ef4146,"[{""Incident_Title"": ""Elevated errors across multiple API endpoints and ChatGPT"", ""Incident_Link"": ""https://status.openai.com/incidents/mswp9vt22gm2""}, {""Incident_Title"": ""Elevated errors on GPT-4V for ChatGPT and API"", ""Incident_Link"": ""https://status.openai.com/incidents/70p519qgngrw""}]",api
14 Feb 2024,"[{""Outage_Type"": ""Partial outage"", ""Downtime (min)"": 209}]",#ef4146,"[{""Incident_Title"": ""Elevated error rate impacting API services (including Assistants and Fine-tuning)"", ""Incident_Link"": ""https://status.openai.com/incidents/62wkltqhbrmk""}, {""Incident_Title"": ""Elevated errors on GPT-4V for ChatGPT and API"", ""Incident_Link"": ""https://status.openai.com/incidents/70p519qgngrw""}]",api
15 Feb 2024,[],#10a37f,[],api
16 Feb 2024,"[{""Outage_Type"": ""Partial outage"", ""Downtime (min)"": 70}]",#f3a632,[],api
17 Feb 2024,[],#10a37f,[],api
18 Feb 2024,[],#10a37f,[],api
19 Feb 2024,[],#10a37f,[],api
20 Feb 2024,[],#10a37f,[],api
21 Feb 2024,[],#10a37f,[],api
22 Feb 2024,[],#10a37f,[],api
23 Feb 2024,[],#10a37f,[],api
24 Feb 2024,[],#10a37f,[],api
25 Feb 2024,[],#10a37f,[],api
26 Feb 2024,[],#10a37f,[],api
27 Feb 2024,[],#10a37f,[],api
28 Feb 2024,"[{""Outage_Type"": ""Partial outage"", ""Downtime (min)"": 121}]",#e96711,[],api
29 Feb 2024,[],#10a37f,"[{""Incident_Title"": ""Increased queue wait times for GPT-3.5-Turbo fine-tuning jobs"", ""Incident_Link"": ""https://status.openai.com/incidents/zm9ssldbs7ds""}]",api
1 Sep 2023,[],#10a37f,"[{""Incident_Title"": ""Delayed processing of fine tuning jobs"", ""Incident_Link"": ""https://status.openai.com/incidents/lvb30zsnw126""}]",api
2 Sep 2023,[],#10a37f,[],api
3 Sep 2023,[],#10a37f,[],api
4 Sep 2023,[],#10a37f,[],api
5 Sep 2023,[],#10a37f,[],api
6 Sep 2023,[],#10a37f,"[{""Incident_Title"": ""File Processing Delays - Fine Tuning Job Affected"", ""Incident_Link"": ""https://status.openai.com/incidents/5zy1x26029bn""}, {""Incident_Title"": ""Increased latency to specific GPT-4 endpoints"", ""Incident_Link"": ""https://status.openai.com/incidents/pjf70pnw4ls6""}]",api
7 Sep 2023,[],#10a37f,[],api
8 Sep 2023,[],#10a37f,[],api
9 Sep 2023,[],#10a37f,[],api
10 Sep 2023,[],#10a37f,[],api
11 Sep 2023,[],#10a37f,[],api
12 Sep 2023,[],#10a37f,"[{""Incident_Title"": ""Elevated rates of job failures for gpt-3.5-turbo fine tuning jobs"", ""Incident_Link"": ""https://status.openai.com/incidents/7kxrn5qsm7f2""}]",api
13 Sep 2023,[],#10a37f,"[{""Incident_Title"": ""Increase in latency in ChatGPT conversations for free and paid users and increase in error..."", ""Incident_Link"": ""https://status.openai.com/incidents/p81f131pnw0v""}]",api
14 Sep 2023,[],#10a37f,"[{""Incident_Title"": ""Increased error rates for chat completions endpoint on gpt-3.5-turbo fine tunes"", ""Incident_Link"": ""https://status.openai.com/incidents/gw8rdp4thnsk""}]",api
15 Sep 2023,"[{""Outage_Type"": ""Partial outage"", ""Downtime (min)"": 185}]",#ee483c,"[{""Incident_Title"": ""High error rates for sampling requests to fine tuned snapshots (babbage-002, davinci-002, ..."", ""Incident_Link"": ""https://status.openai.com/incidents/7n8jqsxkzs38""}, {""Incident_Title"": ""Elevated error rates across multiple models (text, image, and audio)"", ""Incident_Link"": ""https://status.openai.com/incidents/dsds2vdmgnnw""}]",api
16 Sep 2023,[],#10a37f,[],api
17 Sep 2023,[],#10a37f,[],api
18 Sep 2023,[],#10a37f,[],api
19 Sep 2023,[],#10a37f,"[{""Incident_Title"": ""Moderation API returning incorrect scores"", ""Incident_Link"": ""https://status.openai.com/incidents/70cbfl5cqxbj""}]",api
20 Sep 2023,[],#10a37f,"[{""Incident_Title"": ""Elevated error rates for sampling requests for fine-tunes of davinci-002 and babbage-002"", ""Incident_Link"": ""https://status.openai.com/incidents/rt6cxft629h0""}, {""Incident_Title"": ""Moderation API returning incorrect scores"", ""Incident_Link"": ""https://status.openai.com/incidents/70cbfl5cqxbj""}]",api
21 Sep 2023,[],#10a37f,[],api
22 Sep 2023,[],#10a37f,[],api
23 Sep 2023,[],#10a37f,[],api
24 Sep 2023,[],#10a37f,[],api
25 Sep 2023,[],#10a37f,"[{""Incident_Title"": ""Degraded performance on the Embeddings API"", ""Incident_Link"": ""https://status.openai.com/incidents/93ylm07rpbjv""}]",api
