Incident_Title,Incident_Link,Incident_color,Incident_Impact,Updates,Service
Opus Partial Outage,https://status.anthropic.com/incidents/ryf4wfgywsq5,#e67e22,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 4 months ago. Apr 30, 2024 - 08:33 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 4 months ago. Apr 30, 2024 - 08:29 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""Claude 3 Opus is partially unavailable and returning errors to many requests"", ""Update_Timestamp"": ""Posted 4 months ago. Apr 30, 2024 - 08:13 PDT""}]","This incident affected: claude.ai, console.anthropic.com, and api.anthropic.com."
Elevated Errors on Claude-2.0,https://status.anthropic.com/incidents/rbz4my9kg9dp,#f1c40f,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 4 months ago. Apr 29, 2024 - 00:26 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 4 months ago. Apr 29, 2024 - 00:00 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We're experiencing an elevated level of API errors and are currently looking into the issue."", ""Update_Timestamp"": ""Posted 4 months ago. Apr 28, 2024 - 23:49 PDT""}]",This incident affected: api.anthropic.com.
Website maintenance,https://status.anthropic.com/incidents/lptmw6gj0vdz,#3498db,impact-maintenance,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""The maintenance is completed"", ""Update_Timestamp"": ""Posted 4 months ago. Apr 24, 2024 - 22:24 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are performing maintenance on console.anthropic.com that will cause an \""Error 1016\"" page to appear for some users. The maintenance should be completed within the next 30 minutes.\n\nThe API is unaffected, only the console web interface is down."", ""Update_Timestamp"": ""Posted 4 months ago. Apr 24, 2024 - 22:10 PDT""}]",This incident affected: console.anthropic.com.
Login and account creation partial outage,https://status.anthropic.com/incidents/4p353c7twb1k,#333333,impact-none,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""Login and account creation via email address was broken on claude.ai and console.anthropic.com from 16:02-16:39 UTC."", ""Update_Timestamp"": ""Posted 4 months ago. Apr 22, 2024 - 09:35 PDT""}]",
Elevated error rate on Claude 3 Opus,https://status.anthropic.com/incidents/wnf493j31fyb,#f1c40f,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 4 months ago. Apr 21, 2024 - 21:13 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 4 months ago. Apr 21, 2024 - 20:55 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""The issue has been identified and a fix is being implemented."", ""Update_Timestamp"": ""Posted 4 months ago. Apr 21, 2024 - 20:46 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 4 months ago. Apr 21, 2024 - 19:52 PDT""}]","This incident affected: claude.ai, console.anthropic.com, and api.anthropic.com."
Claude 3 Opus partially down,https://status.anthropic.com/incidents/y4fmbrf3wztd,#333333,impact-none,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 4 months ago. Apr 21, 2024 - 10:30 PDT""}]",
Haiku Partial Outage,https://status.anthropic.com/incidents/f8qfyzkbs439,#e67e22,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 4 months ago. Apr 18, 2024 - 16:40 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to investigate this issue."", ""Update_Timestamp"": ""Posted 4 months ago. Apr 18, 2024 - 16:20 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""Haiku is partially down"", ""Update_Timestamp"": ""Posted 4 months ago. Apr 18, 2024 - 16:20 PDT""}]","This incident affected: claude.ai, console.anthropic.com, and api.anthropic.com."
Haiku down again,https://status.anthropic.com/incidents/3ndhz9s72dhx,#e67e22,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 4 months ago. Apr 18, 2024 - 13:01 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 4 months ago. Apr 18, 2024 - 12:44 PDT""}]","This incident affected: claude.ai, console.anthropic.com, and api.anthropic.com."
Haiku outage,https://status.anthropic.com/incidents/2hr8fkgz317g,#e67e22,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 4 months ago. Apr 18, 2024 - 12:26 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""Haiku is unavailable"", ""Update_Timestamp"": ""Posted 4 months ago. Apr 18, 2024 - 12:09 PDT""}]","This incident affected: claude.ai, console.anthropic.com, and api.anthropic.com."
Sonnet outage,https://status.anthropic.com/incidents/s33hv3bdp2s8,#e67e22,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 4 months ago. Apr 18, 2024 - 11:46 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""Claude-3 Sonnet is partially unavailable"", ""Update_Timestamp"": ""Posted 4 months ago. Apr 18, 2024 - 11:30 PDT""}]","This incident affected: claude.ai, console.anthropic.com, and api.anthropic.com."
Claude 2.1 partially unavailable,https://status.anthropic.com/incidents/58vcrhzjsngy,#333333,impact-none,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""Claude 2.1 had a partial outage where a large fraction of requests failed"", ""Update_Timestamp"": ""Posted 5 months ago. Apr 18, 2024 - 02:00 PDT""}]",
Outage affecting account creation and document upload,https://status.anthropic.com/incidents/0dv5d8qb9gy2,#333333,impact-none,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""Account creation on claude.ai and console.anthropic.com, document upload on claude.ai, and the usage dashboard on console.anthropic.com were down from 02:06-02:45 UTC (Feb 18)."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 17, 2024 - 19:00 PDT""}]",
Opus elevated error rate,https://status.anthropic.com/incidents/t2459rjyvh85,#f1c40f,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 17, 2024 - 10:12 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 17, 2024 - 10:06 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""Opus is seeing an elevated error rate"", ""Update_Timestamp"": ""Posted 5 months ago. Apr 17, 2024 - 09:55 PDT""}]","This incident affected: claude.ai, console.anthropic.com, and api.anthropic.com."
Degraded Performance on Claude Instant 1.1,https://status.anthropic.com/incidents/86fff0g4f2wh,#333333,impact-none,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 09, 2024 - 12:57 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to monitor for any further issues."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 09, 2024 - 12:57 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""We are experiencing degraded performance on Claude Instant 1.1"", ""Update_Timestamp"": ""Posted 5 months ago. Apr 09, 2024 - 09:23 PDT""}]",This incident affected: api.anthropic.com.
High Opus Error Rates,https://status.anthropic.com/incidents/gl42kz9j07rr,#e67e22,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 04, 2024 - 19:10 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 04, 2024 - 18:12 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to investigate this issue."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 04, 2024 - 17:53 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 04, 2024 - 17:53 PDT""}]","This incident affected: claude.ai, console.anthropic.com, and api.anthropic.com."
Opus partially down,https://status.anthropic.com/incidents/99zylp2nfykq,#e67e22,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 03, 2024 - 11:42 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to investigate this issue."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 03, 2024 - 11:42 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""Currently some percentage of requests to Claude 3 Opus are returning errors"", ""Update_Timestamp"": ""Posted 5 months ago. Apr 03, 2024 - 10:52 PDT""}]","This incident affected: claude.ai, console.anthropic.com, and api.anthropic.com."
Partial outage on claude.ai and console.anthropic.com,https://status.anthropic.com/incidents/jgqkj2cjxwml,#e67e22,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 02, 2024 - 11:08 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""We've identified the cause and implemented a solution. We'll continue to update this page when the issue is resolved."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 02, 2024 - 10:50 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 02, 2024 - 10:02 PDT""}]",This incident affected: claude.ai and console.anthropic.com.
Partial login failure on claude.ai,https://status.anthropic.com/incidents/s1zv2h77jgw4,#f1c40f,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""The issues have been resolved and Claude.ai logins are now working properly."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 02, 2024 - 09:57 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 02, 2024 - 09:41 PDT""}]",This incident affected: claude.ai.
Sonnet Partial Outage,https://status.anthropic.com/incidents/yk00k5x6jzc3,#333333,impact-none,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""Claude 3 Sonnet was partially unavailable and returned 529 status codes on many requests"", ""Update_Timestamp"": ""Posted 5 months ago. Apr 01, 2024 - 09:00 PDT""}]",
Elevated rate of errors on Claude 3 Opus,https://status.anthropic.com/incidents/tk1x8n0mbnsw,#f1c40f,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 28, 2024 - 11:33 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 28, 2024 - 11:12 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""The issue has been identified and a fix is being implemented."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 28, 2024 - 09:36 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to investigate this issue."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 28, 2024 - 08:59 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 28, 2024 - 07:22 PDT""}]","This incident affected: claude.ai, console.anthropic.com, and api.anthropic.com."
Partial Outage of docs.anthropic.com,https://status.anthropic.com/incidents/qkx8wwyfdlh7,#e67e22,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""Our documentation host has recovered from outage as of 12:48 PDT"", ""Update_Timestamp"": ""Posted 5 months ago. Mar 26, 2024 - 13:23 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""See https://www.readmestatus.com/ for more information."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 26, 2024 - 09:49 PDT""}]",This incident affected: anthropic.com.
Degraded performance for haiku,https://status.anthropic.com/incidents/xpbzq5smcjsf,#f1c40f,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 26, 2024 - 11:32 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to investigate this issue."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 26, 2024 - 09:59 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 26, 2024 - 09:42 PDT""}]","This incident affected: claude.ai, console.anthropic.com, and api.anthropic.com."
Claude Instant 1.2 Partial Outage,https://status.anthropic.com/incidents/xpc4kjt7t0cw,#333333,impact-none,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""Partial Outage on Claude Instant 1.2"", ""Update_Timestamp"": ""Posted 5 months ago. Mar 26, 2024 - 07:30 PDT""}]",
Partial Outage for v1.3,https://status.anthropic.com/incidents/0thq6plb794h,#e67e22,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 25, 2024 - 14:59 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to investigate this issue."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 25, 2024 - 14:59 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 25, 2024 - 14:31 PDT""}]","This incident affected: claude.ai, console.anthropic.com, and api.anthropic.com."
Elevate Opus Error Rates,https://status.anthropic.com/incidents/yrpdp4bzzhg7,#f1c40f,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 25, 2024 - 13:10 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to investigate this issue."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 25, 2024 - 13:09 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to investigate this issue."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 25, 2024 - 12:10 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 25, 2024 - 12:09 PDT""}]","This incident affected: claude.ai, console.anthropic.com, api.anthropic.com, anthropic.com, and Claude on Vertex AI."
Elevated API Error Rates,https://status.anthropic.com/incidents/czwvmc36gjgq,#333333,impact-none,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""Issue is resolved."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 22, 2024 - 22:15 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to investigate elevated API error rates."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 22, 2024 - 22:00 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating elevated API error rates."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 22, 2024 - 21:00 PDT""}]","This incident affected: claude.ai, console.anthropic.com, and api.anthropic.com."
Elevated error rates on Claude 3 Haiku,https://status.anthropic.com/incidents/t3fxk1ylwgq4,#f1c40f,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 20, 2024 - 21:19 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to investigate this issue."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 20, 2024 - 20:02 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 20, 2024 - 18:49 PDT""}]","This incident affected: claude.ai, console.anthropic.com, and api.anthropic.com."
Elevated errors on Claude 3 Opus,https://status.anthropic.com/incidents/wx1cnb9gthdd,#f1c40f,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved"", ""Update_Timestamp"": ""Posted 5 months ago. Mar 20, 2024 - 17:14 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 20, 2024 - 17:13 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We're experiencing an elevated level of API errors and are currently looking into the issue."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 20, 2024 - 17:13 PDT""}]","This incident affected: claude.ai, console.anthropic.com, and api.anthropic.com."
elevated error rates on claude-2.0,https://status.anthropic.com/incidents/bpjy52zfjbm7,#f1c40f,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 14, 2024 - 13:45 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 14, 2024 - 13:42 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""The issue has been identified and a fix is being implemented."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 14, 2024 - 12:59 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 14, 2024 - 12:43 PDT""}]","This incident affected: claude.ai, console.anthropic.com, and api.anthropic.com."
Elevated error rate,https://status.anthropic.com/incidents/gy2g64fmqwjb,#f1c40f,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 11, 2024 - 04:49 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 11, 2024 - 04:38 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 11, 2024 - 04:13 PDT""}]","This incident affected: claude.ai, console.anthropic.com, and api.anthropic.com."
Claude 3 Opus elevated error rates,https://status.anthropic.com/incidents/sjxpnt74vz3b,#f1c40f,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 07, 2024 - 15:06 PST""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We have deployed some of our fixes and expect error rates to stay low for the impacted Claude 3 models, with a general baseline error rate of around .01%. A full fix is expected within 24 hours."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 07, 2024 - 09:04 PST""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to work on a complete fix for the issue. Manual mitigations have been applied to reduce, but not eliminate, error rates."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 06, 2024 - 07:55 PST""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We've identified the problem and implemented a mitigation. Working on a complete fix."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 05, 2024 - 15:45 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 05, 2024 - 12:36 PST""}]","This incident affected: claude.ai, console.anthropic.com, and api.anthropic.com."
Google Auth degraded performance,https://status.anthropic.com/incidents/br9yqm8mybdt,#f1c40f,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 05, 2024 - 08:46 PST""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 05, 2024 - 08:30 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently looking into the issue. In the meantime, please sign in using your email"", ""Update_Timestamp"": ""Posted 6 months ago. Mar 05, 2024 - 07:45 PST""}]",This incident affected: claude.ai and console.anthropic.com.
Elevated error rates for Claude 3 Opus,https://status.anthropic.com/incidents/j0whkvcfyybs,#f1c40f,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 05, 2024 - 07:15 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 05, 2024 - 06:30 PST""}]","This incident affected: claude.ai, console.anthropic.com, and api.anthropic.com."
claude.ai and Console temporarily degraded,https://status.anthropic.com/incidents/2fc5qs2hzvzr,#f1c40f,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 04, 2024 - 19:42 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 04, 2024 - 18:11 PST""}]",This incident affected: claude.ai and console.anthropic.com.
Elevated Error Rate,https://status.anthropic.com/incidents/cj4jxvqhtyq1,#e67e22,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 04, 2024 - 03:04 PST""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 04, 2024 - 01:27 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 04, 2024 - 00:15 PST""}]",This incident affected: claude.ai and api.anthropic.com.
