Incident_Title,Incident_Link,Incident_color,Incident_Impact,Updates,Service
Labs.openai.com is down,https://status.openai.com/incidents/3yy6fzlt48v6,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 10 months ago. Nov 10, 2023 - 21:07 PST""}, {""Update_Title"": ""Update"", ""Update_Body"": ""Labs.openai.com is back up."", ""Update_Timestamp"": ""Posted 10 months ago. Nov 10, 2023 - 21:07 PST""}, {""Update_Title"": ""Update"", ""Update_Body"": ""Labs.openai.com is down. We are continuing to monitor for further issues."", ""Update_Timestamp"": ""Posted 10 months ago. Nov 10, 2023 - 20:26 PST""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""Labs.openai.com is back up. We'll continue to monitor the situation"", ""Update_Timestamp"": ""Posted 10 months ago. Nov 10, 2023 - 19:50 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""Labs.openai.com is down. We're investigating"", ""Update_Timestamp"": ""Posted 10 months ago. Nov 10, 2023 - 19:41 PST""}]",This incident affected: Labs.
Periodic outages across ChatGPT and API,https://status.openai.com/incidents/21vl32gvx3hb,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""The incident has been resolved and status of our services have returned to normal."", ""Update_Timestamp"": ""Posted 10 months ago. Nov 09, 2023 - 13:21 PST""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are dealing with periodic outages due to an abnormal traffic pattern reflective of a DDoS attack. We are continuing work to mitigate this."", ""Update_Timestamp"": ""Posted 10 months ago. Nov 08, 2023 - 19:49 PST""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are seeing periodic outages across ChatGPT and the API still."", ""Update_Timestamp"": ""Posted 10 months ago. Nov 08, 2023 - 17:23 PST""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to monitor for any further issues."", ""Update_Timestamp"": ""Posted 10 months ago. Nov 08, 2023 - 12:56 PST""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 10 months ago. Nov 08, 2023 - 12:41 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 10 months ago. Nov 08, 2023 - 12:03 PST""}]","This incident affected: API, ChatGPT, Labs, and Playground."
Major Outage across ChatGPT and API,https://status.openai.com/incidents/00fpy0yxrx1q,#ef4146,impact-critical,"[{""Update_Title"": ""Postmortem"", ""Update_Body"": ""On November 8th between 5:42AM - 7:16AM PT a large portion of requests to OpenAI failed with 502 or 503 error codes. All models and API endpoints saw significant failures over the course of the event.\nThe outage occurred due to routing layer nodes hitting memory limits and failing readiness checks. Eventually, a sufficient number of nodes in the service became unavailable, that there wasn\u2019t sufficient capacity to serve the incoming traffic and the service was unable to recover. That morning, there were dramatically more completions than any prior day, which we believe was the sufficient tipping point for the service.\nThe issue was mitigated through a combination of limiting incoming traffic, redeploying the service en masse and then slowly ramping the traffic back up.\n\u200c\nAs part of the incident response, we have already implemented the following measures:\n\u200c\nThe underlying issue which led to the chronic memory issues, was that we were continually allocating a new responseBuffer in a loop rather than reusing it. This was causing GC to get behind, particularly when there were lots of requests. The fix was to pre-allocate the buffer and reuse it. Since shipping, we have seen a 3X improvement in both memory and CPU usage.\nWe have adjusted the configured memory limits to an appropriate level and the service now has significant available headroom.\nWe have implemented a series of rate limit controls to more gracefully load shed traffic.\nAs an additional precaution, we increased the service\u2019s capacity.\n\u200c\nAdditionally, we will be implementing the following changes to prevent future incidents altogether:\nImplement a series of alerting changes to catch the underlying memory behavior before they escalate into potential service issues.\nIt was not possible to enable auto scaling on this service in the past as adding capacity to it could negatively impact an upstream service. The underlying issue has been rectified and we will configure auto scaling for this service.\nWe know that extended API outages affect our customers\u2019 products and business, and outages of this magnitude are particularly damaging. While we came up short here, we are committed to preventing such incidents in the future and improving our service reliability."", ""Update_Timestamp"": ""Posted 10 months ago. Nov 15, 2023 - 17:35 PST""}, {""Update_Title"": ""Resolved"", ""Update_Body"": ""Between 5:42AM - 7:16AM PT we saw errors impacting all services. We identified the problem and implemented a fix. We are now seeing normal responses from our services."", ""Update_Timestamp"": ""Posted 10 months ago. Nov 08, 2023 - 07:46 PST""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are gradually seeing the services recover. We are currently monitoring the situation."", ""Update_Timestamp"": ""Posted 10 months ago. Nov 08, 2023 - 07:33 PST""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We've identified an issue resulting in high error rates across the API and ChatGPT, and we are working on remediation."", ""Update_Timestamp"": ""Posted 10 months ago. Nov 08, 2023 - 06:50 PST""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are seeing high error rates across the API and ChatGPT and are actively investigating possible causes."", ""Update_Timestamp"": ""Posted 10 months ago. Nov 08, 2023 - 06:49 PST""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to investigate this issue."", ""Update_Timestamp"": ""Posted 10 months ago. Nov 08, 2023 - 06:02 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 10 months ago. Nov 08, 2023 - 05:54 PST""}]",This incident affected: API and ChatGPT.
Partial outage across ChatGPT and the API,https://status.openai.com/incidents/462433f2fk2j,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 10 months ago. Nov 07, 2023 - 22:21 PST""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 10 months ago. Nov 07, 2023 - 21:59 PST""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""API and ChatGPT has degraded once again \u2013 we're continuing the investigation."", ""Update_Timestamp"": ""Posted 10 months ago. Nov 07, 2023 - 21:02 PST""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we're seeing services back to normal, but we are still monitoring to ensure we're fully restored."", ""Update_Timestamp"": ""Posted 10 months ago. Nov 07, 2023 - 20:47 PST""}, {""Update_Title"": ""Update"", ""Update_Body"": ""API and ChatGPT continue to have periodic outages \u2013 we have implemented a couple mitigations but are still investigating the issue."", ""Update_Timestamp"": ""Posted 10 months ago. Nov 07, 2023 - 20:33 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 10 months ago. Nov 07, 2023 - 19:52 PST""}]","This incident affected: API, ChatGPT, Labs, and Playground."
Dall-E 2 API elevated error rates,https://status.openai.com/incidents/v5f7ywgf9zjp,#050505,impact-none,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""Users of the Dall-E 2 API experienced elevated error rates."", ""Update_Timestamp"": ""Posted 10 months ago. Nov 06, 2023 - 01:30 PST""}]",
Increased error rates on ChatGPT Free,https://status.openai.com/incidents/k5jbr248gk87,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""ChatGPT Free is operating normally."", ""Update_Timestamp"": ""Posted 10 months ago. Nov 02, 2023 - 18:24 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are investigating an increase in error rates for users of free ChatGPT."", ""Update_Timestamp"": ""Posted 10 months ago. Nov 02, 2023 - 18:20 PDT""}]",This incident affected: ChatGPT.
Elevated API Errors,https://status.openai.com/incidents/fk0tcbydtybr,#e86c09,impact-major,"[{""Update_Title"": ""Postmortem"", ""Update_Body"": ""On October 19, 2023, from 4:46pm to 9:15pm PT, a large portion of requests to OpenAI failed with 500 or 502 error codes. This peaked at a 60% failure rate for GPT-3.5-Turbo API traffic, a 70% failure rate for GPT-4 API traffic, and similar failure rates for all other API endpoints. Additionally, a fraction of ChatGPT Enterprise traffic was affected as well.\nThe root cause was identified as our Redis authentication cache becoming largely unresponsive due to shards failing while the cache was already under high load. Because our authentication system was not resilient to such a cache failure, this led to a significant fraction of timeouts when authenticating. Due to the user-keyed nature of the authentication system, some users were heavily affected while others were not at all \u2013 some API customers saw all requests fail, while others only saw a small percentage fail.\nAfter identifying the root cause of the outage, we took immediate action by attempting to scale up the existing Redis cluster, as well as separately provisioning a new, larger Redis cluster with higher resource limits. However, fully restoring the service took longer than we anticipated. While the service improved periodically over the course of the outage, the issue was only fully mitigated by 9:15pm.\nAs part of the incident response, we have already implemented the following measures:\nScaled up the Redis authentication cache to be able to handle traffic even in the presence of multiple shard failures\nModified our cache miss and failure backoff policies to decrease the rate of requests to the cache when it is struggling to serve requests\nAdditionally, we will be implementing the following changes to prevent future incidents altogether:\nImprove monitoring and alerting for our caching and authentication infrastructure\nHardening our authentication system against degradations in caching services, so issues with our authentication caches don\u2019t take down all traffic.\nWe know that extended API outages affect our customers\u2019 products and business, and outages of this magnitude are particularly damaging. While we came up short here, we are committed to preventing such incidents in the future and improving our service reliability."", ""Update_Timestamp"": ""Posted 10 months ago. Oct 27, 2023 - 15:53 PDT""}, {""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 11 months ago. Oct 19, 2023 - 21:29 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""We have recovered service, and error rates have returned to normal.  We are continuing to monitor the issue."", ""Update_Timestamp"": ""Posted 11 months ago. Oct 19, 2023 - 20:37 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""The underlying issue affecting a subset of our API customers (and ChatGPT by extension) is with an upstream part of our API authentication stack. We're simultaneously scaling up the underlying cache resource we found to be near capacity, and working on an alternate system that does not use the cache. We will keep you posted as soon as we have an update, and are sorry for the trouble this is causing you."", ""Update_Timestamp"": ""Posted 11 months ago. Oct 19, 2023 - 19:27 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""One fix was implemented, but we are seeing ongoing issues.  A subset of API requests and ChatGPT users is impacted.  We are continuing to investigate."", ""Update_Timestamp"": ""Posted 11 months ago. Oct 19, 2023 - 18:19 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to work on the fix for this issue."", ""Update_Timestamp"": ""Posted 11 months ago. Oct 19, 2023 - 17:49 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""The issue has been identified and a fix is being implemented now."", ""Update_Timestamp"": ""Posted 11 months ago. Oct 19, 2023 - 17:12 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""ChatGPT for a subset of users is also impacted by this outage, we are continuing to investigate."", ""Update_Timestamp"": ""Posted 11 months ago. Oct 19, 2023 - 17:06 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We're experiencing an elevated level of API errors and are currently looking into the issue."", ""Update_Timestamp"": ""Posted 11 months ago. Oct 19, 2023 - 16:51 PDT""}]",This incident affected: API.
Elevated error rates in some ChatGPT services,https://status.openai.com/incidents/7c3dm7prslv2,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""ChatGPT is operating normally."", ""Update_Timestamp"": ""Posted 11 months ago. Oct 18, 2023 - 08:04 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""Error rates are returning to normal."", ""Update_Timestamp"": ""Posted 11 months ago. Oct 18, 2023 - 07:25 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We have identified the issue and are working to remediate it."", ""Update_Timestamp"": ""Posted 11 months ago. Oct 18, 2023 - 06:54 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We're investigating an increase in error rates in ChatGPT services that rely on GPT-4."", ""Update_Timestamp"": ""Posted 11 months ago. Oct 18, 2023 - 06:23 PDT""}]",This incident affected: ChatGPT.
Increased error rate for gpt-3.5-turbo on the API,https://status.openai.com/incidents/w7mdxh7y2c0g,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 11 months ago. Oct 16, 2023 - 10:07 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""We have seen elevated error rates on gpt-3.5-turbo in the API this morning. We've identified the issue and are rolling out a fix."", ""Update_Timestamp"": ""Posted 11 months ago. Oct 16, 2023 - 09:55 PDT""}]",This incident affected: API.
Delay in processing uploaded files for Fine-Tuning Jobs,https://status.openai.com/incidents/ft2zctc3j9bc,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""The incident has been resolved. It will still take some time to clear the queue backlog, but files are no longer stuck pending verification."", ""Update_Timestamp"": ""Posted 11 months ago. Oct 13, 2023 - 01:36 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 11 months ago. Oct 13, 2023 - 01:23 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""The issue has been identified and a fix is being implemented."", ""Update_Timestamp"": ""Posted 11 months ago. Oct 13, 2023 - 01:11 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""Users of the fine-tuning API are experiencing delays in their jobs being processed. This is due to an issue in processing newly uploaded files."", ""Update_Timestamp"": ""Posted 11 months ago. Oct 13, 2023 - 01:11 PDT""}]",This incident affected: API.
Fine-tuning jobs backed up,https://status.openai.com/incidents/4391qn7gqfb1,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""The fine tuning service (across all models - gpt-3.5-turbo, babbage-002, davinci-002) is operating normally. Queue wait times are still slightly elevated but are returning to normal"", ""Update_Timestamp"": ""Posted 11 months ago. Oct 11, 2023 - 11:55 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""The backlog of fine tuning jobs is steadily decreasing, we will continue to monitor the service for further disruptions. Expect an increased delay in the time it takes for a submitted job to begin running for the next few hours until the backlog settles."", ""Update_Timestamp"": ""Posted 11 months ago. Oct 11, 2023 - 11:29 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""The issue has been identified and jobs are now being processed again, it will take time for the queue to empty"", ""Update_Timestamp"": ""Posted 11 months ago. Oct 11, 2023 - 09:59 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""Approximately 5% of fine-tuning jobs have been stuck in a queued state, we are investigating"", ""Update_Timestamp"": ""Posted 11 months ago. Oct 11, 2023 - 09:54 PDT""}]",This incident affected: API.
Elevated error rates in some ChatGPT services,https://status.openai.com/incidents/lg33hmqb4rn2,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""ChatGPT is operating normally."", ""Update_Timestamp"": ""Posted 11 months ago. Oct 04, 2023 - 09:36 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""Error rates are returning to normal."", ""Update_Timestamp"": ""Posted 11 months ago. Oct 04, 2023 - 09:23 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We're investigating an increase in error rates in ChatGPT services that rely on GPT-4."", ""Update_Timestamp"": ""Posted 11 months ago. Oct 04, 2023 - 08:27 PDT""}]",This incident affected: ChatGPT.
Elevated errors on DALL·E API,https://status.openai.com/incidents/l519spkkk605,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 11 months ago. Sep 28, 2023 - 21:43 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 11 months ago. Sep 28, 2023 - 18:45 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are investigating an issue affecting some customers of the DALL\u00b7E API."", ""Update_Timestamp"": ""Posted 11 months ago. Sep 28, 2023 - 18:32 PDT""}]",This incident affected: API.
High error rates on DALLE API and Labs generations,https://status.openai.com/incidents/b6tkh7zdsgwc,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 11 months ago. Sep 26, 2023 - 15:49 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 11 months ago. Sep 26, 2023 - 15:42 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""The fix has been implemented and we are continuing to monitor the situation."", ""Update_Timestamp"": ""Posted 11 months ago. Sep 26, 2023 - 15:39 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""The issue has been identified and a fix is being implemented."", ""Update_Timestamp"": ""Posted 11 months ago. Sep 26, 2023 - 15:21 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 11 months ago. Sep 26, 2023 - 15:10 PDT""}]",This incident affected: API and Labs.
