Date,Outages,Outage_Color,Incidents,Service
2 Jul 2024,"[{""Outage_Type"": ""Partial outage"", ""Downtime (min)"": 41}]",#cdc51f,"[{""Incident_Title"": ""Elevated error rates in the API"", ""Incident_Link"": ""https://status.anthropic.com/incidents/zcqbpk14kylw""}, {""Incident_Title"": ""3.5 Sonnet Partially Down"", ""Incident_Link"": ""https://status.anthropic.com/incidents/v215b9mp2jx2""}]",console.anthropic.com
3 Jul 2024,[],#2fcc66,"[{""Incident_Title"": ""Elevated errors on Claude.ai and Console"", ""Incident_Link"": ""https://status.anthropic.com/incidents/jsp92d37pvs0""}]",console.anthropic.com
4 Jul 2024,[],#2fcc66,[],console.anthropic.com
5 Jul 2024,[],#2fcc66,[],console.anthropic.com
6 Jul 2024,[],#2fcc66,[],console.anthropic.com
7 Jul 2024,[],#2fcc66,[],console.anthropic.com
8 Jul 2024,[],#2fcc66,[],console.anthropic.com
9 Jul 2024,[],#2fcc66,[],console.anthropic.com
10 Jul 2024,"[{""Outage_Type"": ""Partial outage"", ""Downtime (min)"": 13}]",#a3c732,"[{""Incident_Title"": ""Claude 3 Haiku Elevated Error Rates"", ""Incident_Link"": ""https://status.anthropic.com/incidents/gvgs9zlm8ffn""}]",console.anthropic.com
11 Jul 2024,"[{""Outage_Type"": ""Partial outage"", ""Downtime (min)"": 87}]",#eca218,"[{""Incident_Title"": ""Elevated errors on Claude.ai and Console"", ""Incident_Link"": ""https://status.anthropic.com/incidents/j8t7dz18qf1y""}]",console.anthropic.com
12 Jul 2024,"[{""Outage_Type"": ""Partial outage"", ""Downtime (min)"": 11}]",#a1c733,"[{""Incident_Title"": ""Haiku and 3.5 Sonnet Partial Outage"", ""Incident_Link"": ""https://status.anthropic.com/incidents/1m34020z39y6""}, {""Incident_Title"": ""Partial unavailability for Claude 3 Haiku and Claude 3.5 Sonnet"", ""Incident_Link"": ""https://status.anthropic.com/incidents/zv1j7d2tnvyw""}]",console.anthropic.com
13 Jul 2024,[],#2fcc66,[],console.anthropic.com
14 Jul 2024,[],#2fcc66,[],console.anthropic.com
15 Jul 2024,[],#2fcc66,[],console.anthropic.com
16 Jul 2024,[],#2fcc66,[],console.anthropic.com
17 Jul 2024,[],#2fcc66,[],console.anthropic.com
18 Jul 2024,"[{""Outage_Type"": ""Partial outage"", ""Downtime (min)"": 23}]",#b3c72b,"[{""Incident_Title"": ""Partial outage of Claude-2.0 and Claude-2.1"", ""Incident_Link"": ""https://status.anthropic.com/incidents/2pqj8sfk0rqn""}]",console.anthropic.com
19 Jul 2024,[],#2fcc66,[],console.anthropic.com
20 Jul 2024,[],#2fcc66,[],console.anthropic.com
21 Jul 2024,[],#2fcc66,[],console.anthropic.com
22 Jul 2024,[],#2fcc66,[],console.anthropic.com
23 Jul 2024,[],#2fcc66,[],console.anthropic.com
24 Jul 2024,[],#2fcc66,[],console.anthropic.com
25 Jul 2024,[],#2fcc66,[],console.anthropic.com
26 Jul 2024,[],#2fcc66,[],console.anthropic.com
27 Jul 2024,[],#2fcc66,[],console.anthropic.com
28 Jul 2024,[],#2fcc66,[],console.anthropic.com
29 Jul 2024,[],#2fcc66,[],console.anthropic.com
30 Jul 2024,[],#2fcc66,[],console.anthropic.com
31 Jul 2024,[],#2fcc66,[],console.anthropic.com
1 Aug 2024,"[{""Outage_Type"": ""Partial outage"", ""Downtime (min)"": 15}]",#a6c731,"[{""Incident_Title"": ""Elevated rate limiting errors on the API"", ""Incident_Link"": ""https://status.anthropic.com/incidents/nly5s6zbcvg5""}]",console.anthropic.com
2 Aug 2024,[],#2fcc66,[],console.anthropic.com
3 Aug 2024,[],#2fcc66,[],console.anthropic.com
4 Aug 2024,[],#2fcc66,[],console.anthropic.com
5 Aug 2024,"[{""Outage_Type"": ""Partial outage"", ""Downtime (min)"": 7}]",#9bc835,"[{""Incident_Title"": ""High error rates affecting inference"", ""Incident_Link"": ""https://status.anthropic.com/incidents/qn4crqd8ym36""}]",console.anthropic.com
6 Aug 2024,"[{""Outage_Type"": ""Partial outage"", ""Downtime (min)"": 22}]",#b2c72b,"[{""Incident_Title"": ""Elevated error rates on API, Claude, and Console"", ""Incident_Link"": ""https://status.anthropic.com/incidents/xndqxrj1mnnb""}]",console.anthropic.com
7 Aug 2024,[],#2fcc66,[],console.anthropic.com
8 Aug 2024,[],#2fcc66,[],console.anthropic.com
9 Aug 2024,[],#2fcc66,[],console.anthropic.com
10 Aug 2024,[],#2fcc66,[],console.anthropic.com
11 Aug 2024,[],#2fcc66,[],console.anthropic.com
12 Aug 2024,[],#2fcc66,[],console.anthropic.com
13 Aug 2024,[],#2fcc66,[],console.anthropic.com
14 Aug 2024,"[{""Outage_Type"": ""Partial outage"", ""Downtime (min)"": 14}]",#a5c731,"[{""Incident_Title"": ""Errors when claiming Console free credits or submitting Build questionnaire"", ""Incident_Link"": ""https://status.anthropic.com/incidents/x0465yqg246w""}]",console.anthropic.com
15 Aug 2024,"[{""Outage_Type"": ""Partial outage"", ""Downtime (min)"": 83}]",#eda817,"[{""Incident_Title"": ""Elevated errors for requests with images"", ""Incident_Link"": ""https://status.anthropic.com/incidents/fc5jtvs8k07x""}, {""Incident_Title"": ""Elevated errors for some 3.5 Sonnet users"", ""Incident_Link"": ""https://status.anthropic.com/incidents/p70ytf88h7d5""}]",console.anthropic.com
16 Aug 2024,[],#2fcc66,[],console.anthropic.com
17 Aug 2024,[],#2fcc66,[],console.anthropic.com
18 Aug 2024,[],#2fcc66,[],console.anthropic.com
19 Aug 2024,[],#2fcc66,[],console.anthropic.com
20 Aug 2024,[],#2fcc66,[],console.anthropic.com
21 Aug 2024,[],#2fcc66,[],console.anthropic.com
22 Aug 2024,[],#2fcc66,[],console.anthropic.com
23 Aug 2024,[],#2fcc66,[],console.anthropic.com
24 Aug 2024,[],#2fcc66,[],console.anthropic.com
25 Aug 2024,[],#2fcc66,[],console.anthropic.com
26 Aug 2024,[],#2fcc66,[],console.anthropic.com
27 Aug 2024,[],#2fcc66,"[{""Incident_Title"": ""Elevated error rates on Claude 3.5 Sonnet"", ""Incident_Link"": ""https://status.anthropic.com/incidents/s6lf7cnyxrw2""}]",console.anthropic.com
28 Aug 2024,[],#2fcc66,[],console.anthropic.com
29 Aug 2024,[],#2fcc66,[],console.anthropic.com
30 Aug 2024,[],#2fcc66,[],console.anthropic.com
31 Aug 2024,[],#2fcc66,[],console.anthropic.com
1 Mar 2024,[],#2fcc66,[],console.anthropic.com
2 Mar 2024,[],#2fcc66,"[{""Incident_Title"": ""Elevated error rates for some models"", ""Incident_Link"": ""https://status.anthropic.com/incidents/rh54jd1p7477""}]",console.anthropic.com
3 Mar 2024,[],#2fcc66,[],console.anthropic.com
4 Mar 2024,[],#2fcc66,"[{""Incident_Title"": ""claude.ai and Console temporarily degraded"", ""Incident_Link"": ""https://status.anthropic.com/incidents/2fc5qs2hzvzr""}]",console.anthropic.com
5 Mar 2024,[],#2fcc66,"[{""Incident_Title"": ""Google Auth degraded performance"", ""Incident_Link"": ""https://status.anthropic.com/incidents/br9yqm8mybdt""}, {""Incident_Title"": ""Elevated error rates for Claude 3 Opus"", ""Incident_Link"": ""https://status.anthropic.com/incidents/j0whkvcfyybs""}]",console.anthropic.com
6 Mar 2024,[],#2fcc66,[],console.anthropic.com
7 Mar 2024,[],#2fcc66,"[{""Incident_Title"": ""Claude 3 Opus elevated error rates"", ""Incident_Link"": ""https://status.anthropic.com/incidents/sjxpnt74vz3b""}]",console.anthropic.com
8 Mar 2024,[],#2fcc66,[],console.anthropic.com
9 Mar 2024,[],#2fcc66,[],console.anthropic.com
10 Mar 2024,[],#2fcc66,[],console.anthropic.com
11 Mar 2024,[],#2fcc66,"[{""Incident_Title"": ""Elevated error rate"", ""Incident_Link"": ""https://status.anthropic.com/incidents/gy2g64fmqwjb""}]",console.anthropic.com
12 Mar 2024,[],#2fcc66,[],console.anthropic.com
13 Mar 2024,[],#2fcc66,[],console.anthropic.com
14 Mar 2024,[],#2fcc66,"[{""Incident_Title"": ""elevated error rates on claude-2.0"", ""Incident_Link"": ""https://status.anthropic.com/incidents/bpjy52zfjbm7""}]",console.anthropic.com
15 Mar 2024,[],#2fcc66,[],console.anthropic.com
16 Mar 2024,[],#2fcc66,[],console.anthropic.com
17 Mar 2024,[],#2fcc66,[],console.anthropic.com
18 Mar 2024,[],#2fcc66,[],console.anthropic.com
19 Mar 2024,[],#2fcc66,[],console.anthropic.com
20 Mar 2024,[],#2fcc66,"[{""Incident_Title"": ""Elevated error rates on Claude 3 Haiku"", ""Incident_Link"": ""https://status.anthropic.com/incidents/t3fxk1ylwgq4""}, {""Incident_Title"": ""Elevated errors on Claude 3 Opus"", ""Incident_Link"": ""https://status.anthropic.com/incidents/wx1cnb9gthdd""}]",console.anthropic.com
21 Mar 2024,[],#2fcc66,[],console.anthropic.com
22 Mar 2024,[],#2fcc66,"[{""Incident_Title"": ""Elevated API Error Rates"", ""Incident_Link"": ""https://status.anthropic.com/incidents/czwvmc36gjgq""}]",console.anthropic.com
23 Mar 2024,[],#2fcc66,[],console.anthropic.com
24 Mar 2024,[],#2fcc66,[],console.anthropic.com
25 Mar 2024,"[{""Outage_Type"": ""Partial outage"", ""Downtime (min)"": 87}]",#eca218,"[{""Incident_Title"": ""Partial Outage for v1.3"", ""Incident_Link"": ""https://status.anthropic.com/incidents/0thq6plb794h""}, {""Incident_Title"": ""Elevate Opus Error Rates"", ""Incident_Link"": ""https://status.anthropic.com/incidents/yrpdp4bzzhg7""}]",console.anthropic.com
26 Mar 2024,"[{""Outage_Type"": ""Partial outage"", ""Downtime (min)"": 16}]",#a9c72f,"[{""Incident_Title"": ""Degraded performance for haiku"", ""Incident_Link"": ""https://status.anthropic.com/incidents/xpbzq5smcjsf""}]",console.anthropic.com
27 Mar 2024,[],#2fcc66,[],console.anthropic.com
28 Mar 2024,[],#2fcc66,"[{""Incident_Title"": ""Elevated rate of errors on Claude 3 Opus"", ""Incident_Link"": ""https://status.anthropic.com/incidents/tk1x8n0mbnsw""}]",console.anthropic.com
29 Mar 2024,[],#2fcc66,[],console.anthropic.com
30 Mar 2024,[],#2fcc66,[],console.anthropic.com
31 Mar 2024,[],#2fcc66,[],console.anthropic.com
1 Apr 2024,[],#2fcc66,[],console.anthropic.com
2 Apr 2024,"[{""Outage_Type"": ""Partial outage"", ""Downtime (min)"": 837}]",#e74c3c,"[{""Incident_Title"": ""Partial outage on claude.ai and console.anthropic.com"", ""Incident_Link"": ""https://status.anthropic.com/incidents/jgqkj2cjxwml""}]",console.anthropic.com
3 Apr 2024,"[{""Outage_Type"": ""Partial outage"", ""Downtime (min)"": 274}]",#e74c3c,"[{""Incident_Title"": ""Opus partially down"", ""Incident_Link"": ""https://status.anthropic.com/incidents/99zylp2nfykq""}]",console.anthropic.com
4 Apr 2024,"[{""Outage_Type"": ""Partial outage"", ""Downtime (min)"": 77}]",#eeb214,"[{""Incident_Title"": ""High Opus Error Rates"", ""Incident_Link"": ""https://status.anthropic.com/incidents/gl42kz9j07rr""}]",console.anthropic.com
5 Apr 2024,[],#2fcc66,[],console.anthropic.com
6 Apr 2024,[],#2fcc66,[],console.anthropic.com
7 Apr 2024,[],#2fcc66,[],console.anthropic.com
8 Apr 2024,[],#2fcc66,[],console.anthropic.com
9 Apr 2024,[],#2fcc66,[],console.anthropic.com
10 Apr 2024,[],#2fcc66,[],console.anthropic.com
11 Apr 2024,[],#2fcc66,[],console.anthropic.com
12 Apr 2024,[],#2fcc66,[],console.anthropic.com
13 Apr 2024,[],#2fcc66,[],console.anthropic.com
14 Apr 2024,[],#2fcc66,[],console.anthropic.com
15 Apr 2024,[],#2fcc66,[],console.anthropic.com
16 Apr 2024,[],#2fcc66,[],console.anthropic.com
17 Apr 2024,"[{""Outage_Type"": ""Partial outage"", ""Downtime (min)"": 17}]",#a9c72f,"[{""Incident_Title"": ""Opus elevated error rate"", ""Incident_Link"": ""https://status.anthropic.com/incidents/t2459rjyvh85""}]",console.anthropic.com
18 Apr 2024,"[{""Outage_Type"": ""Partial outage"", ""Downtime (min)"": 74}]",#efb613,"[{""Incident_Title"": ""Haiku Partial Outage"", ""Incident_Link"": ""https://status.anthropic.com/incidents/f8qfyzkbs439""}, {""Incident_Title"": ""Haiku down again"", ""Incident_Link"": ""https://status.anthropic.com/incidents/3ndhz9s72dhx""}, {""Incident_Title"": ""Haiku outage"", ""Incident_Link"": ""https://status.anthropic.com/incidents/2hr8fkgz317g""}, {""Incident_Title"": ""Sonnet outage"", ""Incident_Link"": ""https://status.anthropic.com/incidents/s33hv3bdp2s8""}]",console.anthropic.com
19 Apr 2024,[],#2fcc66,[],console.anthropic.com
20 Apr 2024,[],#2fcc66,[],console.anthropic.com
21 Apr 2024,[],#2fcc66,"[{""Incident_Title"": ""Elevated error rate on Claude 3 Opus"", ""Incident_Link"": ""https://status.anthropic.com/incidents/wnf493j31fyb""}]",console.anthropic.com
22 Apr 2024,[],#2fcc66,[],console.anthropic.com
23 Apr 2024,[],#2fcc66,[],console.anthropic.com
24 Apr 2024,[],#2fcc66,"[{""Incident_Title"": ""Website maintenance"", ""Incident_Link"": ""https://status.anthropic.com/incidents/lptmw6gj0vdz""}]",console.anthropic.com
25 Apr 2024,[],#2fcc66,[],console.anthropic.com
26 Apr 2024,[],#2fcc66,[],console.anthropic.com
27 Apr 2024,[],#2fcc66,[],console.anthropic.com
28 Apr 2024,[],#2fcc66,[],console.anthropic.com
29 Apr 2024,[],#2fcc66,[],console.anthropic.com
30 Apr 2024,"[{""Outage_Type"": ""Partial outage"", ""Downtime (min)"": 44}]",#d1c51e,"[{""Incident_Title"": ""Opus Partially Down"", ""Incident_Link"": ""https://status.anthropic.com/incidents/nx9mszx03jvk""}, {""Incident_Title"": ""Opus Partial Outage"", ""Incident_Link"": ""https://status.anthropic.com/incidents/ryf4wfgywsq5""}]",console.anthropic.com
1 May 2024,[],#2fcc66,[],console.anthropic.com
2 May 2024,[],#2fcc66,[],console.anthropic.com
3 May 2024,[],#2fcc66,[],console.anthropic.com
4 May 2024,[],#2fcc66,[],console.anthropic.com
5 May 2024,[],#2fcc66,[],console.anthropic.com
6 May 2024,"[{""Outage_Type"": ""Partial outage"", ""Downtime (min)"": 10}]",#9fc734,"[{""Incident_Title"": ""Haiku Partial Outage"", ""Incident_Link"": ""https://status.anthropic.com/incidents/sr8swn3xvzg4""}]",console.anthropic.com
7 May 2024,[],#2fcc66,[],console.anthropic.com
8 May 2024,[],#2fcc66,[],console.anthropic.com
9 May 2024,[],#2fcc66,[],console.anthropic.com
10 May 2024,[],#2fcc66,[],console.anthropic.com
11 May 2024,[],#2fcc66,[],console.anthropic.com
12 May 2024,[],#2fcc66,[],console.anthropic.com
13 May 2024,[],#2fcc66,[],console.anthropic.com
14 May 2024,[],#2fcc66,"[{""Incident_Title"": ""Delays delivering emails"", ""Incident_Link"": ""https://status.anthropic.com/incidents/5ycpp6c9901y""}]",console.anthropic.com
15 May 2024,[],#2fcc66,[],console.anthropic.com
16 May 2024,"[{""Outage_Type"": ""Partial outage"", ""Downtime (min)"": 6}]",#99c836,"[{""Incident_Title"": ""Claude Instant 1.2 Elevated Error Rates"", ""Incident_Link"": ""https://status.anthropic.com/incidents/m5y2l11f5qjw""}]",console.anthropic.com
17 May 2024,[],#2fcc66,[],console.anthropic.com
18 May 2024,[],#2fcc66,[],console.anthropic.com
19 May 2024,[],#2fcc66,[],console.anthropic.com
20 May 2024,"[{""Outage_Type"": ""Partial outage"", ""Downtime (min)"": 27}]",#b8c629,"[{""Incident_Title"": ""Claude 3 Haiku Outage"", ""Incident_Link"": ""https://status.anthropic.com/incidents/h70zgz99hzxd""}]",console.anthropic.com
21 May 2024,[],#2fcc66,[],console.anthropic.com
22 May 2024,"[{""Outage_Type"": ""Partial outage"", ""Downtime (min)"": 14}]",#a5c731,"[{""Incident_Title"": ""Opus Partial Outage"", ""Incident_Link"": ""https://status.anthropic.com/incidents/fh1r1ypgykk6""}]",console.anthropic.com
23 May 2024,[],#2fcc66,[],console.anthropic.com
24 May 2024,[],#2fcc66,[],console.anthropic.com
25 May 2024,[],#2fcc66,[],console.anthropic.com
26 May 2024,[],#2fcc66,[],console.anthropic.com
27 May 2024,[],#2fcc66,[],console.anthropic.com
28 May 2024,[],#2fcc66,[],console.anthropic.com
29 May 2024,[],#2fcc66,[],console.anthropic.com
30 May 2024,[],#2fcc66,[],console.anthropic.com
31 May 2024,[],#2fcc66,[],console.anthropic.com
1 Dec 2023,[],#2fcc66,[],console.anthropic.com
2 Dec 2023,[],#2fcc66,[],console.anthropic.com
3 Dec 2023,[],#2fcc66,[],console.anthropic.com
4 Dec 2023,[],#2fcc66,[],console.anthropic.com
5 Dec 2023,[],#2fcc66,[],console.anthropic.com
6 Dec 2023,[],#2fcc66,[],console.anthropic.com
7 Dec 2023,[],#2fcc66,[],console.anthropic.com
8 Dec 2023,[],#2fcc66,[],console.anthropic.com
9 Dec 2023,[],#2fcc66,[],console.anthropic.com
10 Dec 2023,[],#2fcc66,[],console.anthropic.com
11 Dec 2023,[],#2fcc66,[],console.anthropic.com
12 Dec 2023,[],#2fcc66,[],console.anthropic.com
13 Dec 2023,[],#2fcc66,[],console.anthropic.com
14 Dec 2023,[],#2fcc66,[],console.anthropic.com
15 Dec 2023,[],#2fcc66,[],console.anthropic.com
16 Dec 2023,[],#2fcc66,[],console.anthropic.com
17 Dec 2023,[],#2fcc66,[],console.anthropic.com
18 Dec 2023,[],#2fcc66,[],console.anthropic.com
19 Dec 2023,[],#2fcc66,[],console.anthropic.com
20 Dec 2023,[],#2fcc66,[],console.anthropic.com
21 Dec 2023,[],#2fcc66,[],console.anthropic.com
22 Dec 2023,[],#2fcc66,[],console.anthropic.com
23 Dec 2023,[],#2fcc66,[],console.anthropic.com
24 Dec 2023,[],#2fcc66,[],console.anthropic.com
25 Dec 2023,[],#2fcc66,[],console.anthropic.com
26 Dec 2023,[],#2fcc66,[],console.anthropic.com
27 Dec 2023,[],#2fcc66,[],console.anthropic.com
28 Dec 2023,[],#2fcc66,[],console.anthropic.com
29 Dec 2023,[],#2fcc66,[],console.anthropic.com
30 Dec 2023,[],#2fcc66,[],console.anthropic.com
31 Dec 2023,[],#2fcc66,[],console.anthropic.com
1 Jan 2024,[],#2fcc66,[],console.anthropic.com
2 Jan 2024,[],#2fcc66,[],console.anthropic.com
3 Jan 2024,[],#2fcc66,[],console.anthropic.com
4 Jan 2024,[],#2fcc66,[],console.anthropic.com
5 Jan 2024,[],#2fcc66,[],console.anthropic.com
6 Jan 2024,[],#2fcc66,[],console.anthropic.com
7 Jan 2024,[],#2fcc66,[],console.anthropic.com
8 Jan 2024,[],#2fcc66,[],console.anthropic.com
9 Jan 2024,[],#2fcc66,[],console.anthropic.com
10 Jan 2024,[],#2fcc66,[],console.anthropic.com
11 Jan 2024,[],#2fcc66,[],console.anthropic.com
12 Jan 2024,[],#2fcc66,[],console.anthropic.com
13 Jan 2024,[],#2fcc66,[],console.anthropic.com
14 Jan 2024,[],#2fcc66,[],console.anthropic.com
15 Jan 2024,[],#2fcc66,[],console.anthropic.com
16 Jan 2024,[],#2fcc66,[],console.anthropic.com
17 Jan 2024,[],#2fcc66,[],console.anthropic.com
18 Jan 2024,[],#2fcc66,[],console.anthropic.com
19 Jan 2024,[],#2fcc66,[],console.anthropic.com
20 Jan 2024,[],#2fcc66,[],console.anthropic.com
21 Jan 2024,[],#2fcc66,[],console.anthropic.com
22 Jan 2024,[],#2fcc66,[],console.anthropic.com
23 Jan 2024,[],#2fcc66,[],console.anthropic.com
24 Jan 2024,[],#2fcc66,"[{""Incident_Title"": ""Elevated error rates on a subset of models"", ""Incident_Link"": ""https://status.anthropic.com/incidents/ldbx9tw6f7d9""}]",console.anthropic.com
25 Jan 2024,[],#2fcc66,[],console.anthropic.com
26 Jan 2024,[],#2fcc66,[],console.anthropic.com
27 Jan 2024,[],#2fcc66,[],console.anthropic.com
28 Jan 2024,[],#2fcc66,[],console.anthropic.com
29 Jan 2024,[],#2fcc66,"[{""Incident_Title"": ""elevated error rate on some models"", ""Incident_Link"": ""https://status.anthropic.com/incidents/s6pmn6mgszgc""}, {""Incident_Title"": ""Elevated API error rate across all models"", ""Incident_Link"": ""https://status.anthropic.com/incidents/qxdvjb4njp6q""}]",console.anthropic.com
30 Jan 2024,[],#2fcc66,"[{""Incident_Title"": ""elevated error rate on claude-2.1"", ""Incident_Link"": ""https://status.anthropic.com/incidents/rqpd1jfqmglp""}]",console.anthropic.com
31 Jan 2024,[],#2fcc66,"[{""Incident_Title"": ""elevated error rates on some models"", ""Incident_Link"": ""https://status.anthropic.com/incidents/w3g5jpznssrd""}]",console.anthropic.com
1 Feb 2024,[],#2fcc66,[],console.anthropic.com
2 Feb 2024,[],#2fcc66,[],console.anthropic.com
3 Feb 2024,[],#2fcc66,[],console.anthropic.com
4 Feb 2024,[],#2fcc66,[],console.anthropic.com
5 Feb 2024,[],#2fcc66,"[{""Incident_Title"": ""elevated error rates on claude-instant-1.2"", ""Incident_Link"": ""https://status.anthropic.com/incidents/gr7nb0dwyydw""}]",console.anthropic.com
6 Feb 2024,[],#2fcc66,[],console.anthropic.com
7 Feb 2024,[],#2fcc66,[],console.anthropic.com
8 Feb 2024,[],#2fcc66,[],console.anthropic.com
9 Feb 2024,[],#2fcc66,[],console.anthropic.com
10 Feb 2024,[],#2fcc66,[],console.anthropic.com
11 Feb 2024,[],#2fcc66,[],console.anthropic.com
12 Feb 2024,[],#2fcc66,"[{""Incident_Title"": ""Elevated error rate on Claude-2.0, Claude-2.1"", ""Incident_Link"": ""https://status.anthropic.com/incidents/t6v85cs8j6jb""}, {""Incident_Title"": ""Elevated error rate on Claude-2.0, Claude-2.1"", ""Incident_Link"": ""https://status.anthropic.com/incidents/x5f4s8nvkyqq""}]",console.anthropic.com
13 Feb 2024,[],#2fcc66,[],console.anthropic.com
14 Feb 2024,[],#2fcc66,[],console.anthropic.com
15 Feb 2024,[],#2fcc66,[],console.anthropic.com
16 Feb 2024,[],#2fcc66,[],console.anthropic.com
17 Feb 2024,[],#2fcc66,[],console.anthropic.com
18 Feb 2024,[],#2fcc66,[],console.anthropic.com
19 Feb 2024,[],#2fcc66,[],console.anthropic.com
20 Feb 2024,[],#2fcc66,[],console.anthropic.com
21 Feb 2024,[],#2fcc66,[],console.anthropic.com
22 Feb 2024,[],#2fcc66,[],console.anthropic.com
23 Feb 2024,[],#2fcc66,[],console.anthropic.com
24 Feb 2024,[],#2fcc66,[],console.anthropic.com
25 Feb 2024,[],#2fcc66,[],console.anthropic.com
26 Feb 2024,[],#2fcc66,"[{""Incident_Title"": ""Elevated Errors"", ""Incident_Link"": ""https://status.anthropic.com/incidents/qv89mzdjvtrs""}]",console.anthropic.com
27 Feb 2024,[],#2fcc66,[],console.anthropic.com
28 Feb 2024,[],#2fcc66,[],console.anthropic.com
29 Feb 2024,[],#2fcc66,[],console.anthropic.com
1 Sep 2023,[],#2fcc66,[],console.anthropic.com
2 Sep 2023,[],#2fcc66,[],console.anthropic.com
3 Sep 2023,[],#2fcc66,[],console.anthropic.com
4 Sep 2023,[],#2fcc66,[],console.anthropic.com
5 Sep 2023,[],#2fcc66,[],console.anthropic.com
6 Sep 2023,[],#2fcc66,[],console.anthropic.com
7 Sep 2023,[],#2fcc66,[],console.anthropic.com
8 Sep 2023,[],#2fcc66,[],console.anthropic.com
9 Sep 2023,[],#2fcc66,[],console.anthropic.com
10 Sep 2023,[],#2fcc66,[],console.anthropic.com
11 Sep 2023,[],#2fcc66,[],console.anthropic.com
12 Sep 2023,[],#2fcc66,[],console.anthropic.com
13 Sep 2023,[],#2fcc66,[],console.anthropic.com
14 Sep 2023,[],#2fcc66,[],console.anthropic.com
15 Sep 2023,[],#2fcc66,[],console.anthropic.com
16 Sep 2023,[],#2fcc66,[],console.anthropic.com
17 Sep 2023,[],#2fcc66,[],console.anthropic.com
18 Sep 2023,[],#2fcc66,[],console.anthropic.com
19 Sep 2023,[],#2fcc66,[],console.anthropic.com
20 Sep 2023,[],#2fcc66,[],console.anthropic.com
21 Sep 2023,[],#2fcc66,[],console.anthropic.com
22 Sep 2023,[],#2fcc66,[],console.anthropic.com
